"event_id","disease","serotype","lat","lon","locality","country","region","location","observation_date","report_date","display_date","species","diagnosis_source","humans_affected","humans_deaths"
271369,"Influenza - Avian","H5N8 HPAI",46.542934,19.972523,"Pusztaszer","Hungary","Europe","Pusztaszer, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271368,"Influenza - Avian","H5N8 HPAI",46.4723,19.9973,"Kistelek","Hungary","Europe","Kistelek, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271367,"Influenza - Avian","H5N8 HPAI",46.5332,19.8118,"Csengele","Hungary","Europe","Csengele, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271366,"Influenza - Avian","H5N8 HPAI",46.5305,19.81879,"Csengele","Hungary","Europe","Csengele, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271365,"Influenza - Avian","H5N8 HPAI",46.295683,19.861898,"Zákányszék","Hungary","Europe","Zákányszék, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271364,"Influenza - Avian","H5N8 HPAI",46.51651,20.54515,"Székkutas","Hungary","Europe","Székkutas, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271363,"Influenza - Avian","H5N8 HPAI",46.48531,20.02736,"Ópusztaszer","Hungary","Europe","Ópusztaszer, Hungary, Europe","2020-04-19","2020-04-30","2020-04-19","Domestic,Unspecified bird","OIE",,
271362,"Influenza - Avian","H5N8 HPAI",46.3458,19.9377,"Forráskút","Hungary","Europe","Forráskút, Hungary, Europe","2020-04-14","2020-04-30","2020-04-14","Domestic,Unspecified bird","OIE",,
271359,"Influenza - Avian","H5N8 HPAI",46.91951,19.47583,"Kerekegyháza","Hungary","Europe","Kerekegyháza, Hungary, Europe","2020-04-27","2020-04-30","2020-04-27","Domestic,Unspecified bird","OIE",,
271358,"Influenza - Avian","H5N8 HPAI",46.75386,19.58653,"Jakabszállás","Hungary","Europe","Jakabszállás, Hungary, Europe","2020-04-27","2020-04-30","2020-04-27","Domestic,Unspecified bird","OIE",,
271357,"Influenza - Avian","H5N8 HPAI",46.56934,19.63137,"Szank","Hungary","Europe","Szank, Hungary, Europe","2020-04-27","2020-04-30","2020-04-27","Domestic,Unspecified bird","OIE",,
271356,"Influenza - Avian","H5N8 HPAI",46.483838,19.735983,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-27","2020-04-30","2020-04-27","Domestic,Unspecified bird","OIE",,
271355,"Influenza - Avian","H5N8 HPAI",46.60214,19.47559,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-27","2020-04-30","2020-04-27","Domestic,Unspecified bird","OIE",,
271354,"Influenza - Avian","H5N8 HPAI",46.62319,19.859372,"Pet fiszállás","Hungary","Europe","Pet fiszállás, Hungary, Europe","2020-04-26","2020-04-30","2020-04-26","Domestic,Unspecified bird","OIE",,
271353,"Influenza - Avian","H5N8 HPAI",46.461192,19.731323,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-26","2020-04-30","2020-04-26","Domestic,Unspecified bird","OIE",,
271352,"Influenza - Avian","H5N8 HPAI",46.635983,19.8926,"Pet fiszállás","Hungary","Europe","Pet fiszállás, Hungary, Europe","2020-04-26","2020-04-30","2020-04-26","Domestic,Unspecified bird","OIE",,
271351,"Influenza - Avian","H5N8 HPAI",46.22462,19.41309,"Mélykút","Hungary","Europe","Mélykút, Hungary, Europe","2020-04-26","2020-04-30","2020-04-26","Domestic,Unspecified bird","OIE",,
271350,"Influenza - Avian","H5N8 HPAI",46.680421,19.665643,"Bugac","Hungary","Europe","Bugac, Hungary, Europe","2020-04-24","2020-04-30","2020-04-24","Domestic,Unspecified bird","OIE",,
271349,"Influenza - Avian","H5N8 HPAI",46.661,19.8501,"Pet fiszállás","Hungary","Europe","Pet fiszállás, Hungary, Europe","2020-04-24","2020-04-30","2020-04-24","Domestic,Unspecified bird","OIE",,
271348,"Influenza - Avian","H5N8 HPAI",46.57628,19.57972,"Szank","Hungary","Europe","Szank, Hungary, Europe","2020-04-24","2020-04-30","2020-04-24","Domestic,Unspecified bird","OIE",,
271347,"Influenza - Avian","H5N8 HPAI",46.24107,19.17238,"Rém","Hungary","Europe","Rém, Hungary, Europe","2020-04-24","2020-04-30","2020-04-24","Domestic,Unspecified bird","OIE",,
271346,"Influenza - Avian","H5N8 HPAI",46.555007,19.522365,"Tázlár","Hungary","Europe","Tázlár, Hungary, Europe","2020-04-24","2020-04-30","2020-04-24","Domestic,Unspecified bird","OIE",,
271345,"Influenza - Avian","H5N8 HPAI",46.46244,19.60314,"Harkakötöny","Hungary","Europe","Harkakötöny, Hungary, Europe","2020-04-23","2020-04-30","2020-04-23","Domestic,Unspecified bird","OIE",,
271344,"Influenza - Avian","H5N8 HPAI",46.2833,19.35307,"Jánoshalma","Hungary","Europe","Jánoshalma, Hungary, Europe","2020-04-23","2020-04-30","2020-04-23","Domestic,Unspecified bird","OIE",,
271343,"Influenza - Avian","H5N8 HPAI",46.31154,19.29355,"Jánoshalma","Hungary","Europe","Jánoshalma, Hungary, Europe","2020-04-23","2020-04-30","2020-04-23","Domestic,Unspecified bird","OIE",,
271342,"Influenza - Avian","H5N8 HPAI",46.27849,19.34532,"Jánoshalma","Hungary","Europe","Jánoshalma, Hungary, Europe","2020-04-23","2020-04-30","2020-04-23","Domestic,Unspecified bird","OIE",,
271341,"Influenza - Avian","H5N8 HPAI",46.43197,19.81015,"Csólyospálos","Hungary","Europe","Csólyospálos, Hungary, Europe","2020-04-22","2020-04-30","2020-04-22","Domestic,Unspecified bird","OIE",,
271340,"Influenza - Avian","H5N8 HPAI",46.24569,19.36824,"Mélykút","Hungary","Europe","Mélykút, Hungary, Europe","2020-04-22","2020-04-30","2020-04-22","Domestic,Unspecified bird","OIE",,
271339,"Influenza - Avian","H5N8 HPAI",46.69717,19.68106,"Bugac","Hungary","Europe","Bugac, Hungary, Europe","2020-04-22","2020-04-30","2020-04-22","Domestic,Unspecified bird","OIE",,
271338,"Influenza - Avian","H5N8 HPAI",46.56942,19.63798,"Szank","Hungary","Europe","Szank, Hungary, Europe","2020-04-22","2020-04-30","2020-04-22","Domestic,Unspecified bird","OIE",,
271337,"Influenza - Avian","H5N8 HPAI",46.62892,19.66855,"Móricgát","Hungary","Europe","Móricgát, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271336,"Influenza - Avian","H5N8 HPAI",46.52991,19.50579,"Tázlár","Hungary","Europe","Tázlár, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271335,"Influenza - Avian","H5N8 HPAI",46.41677,19.42174,"Kiskunhalas","Hungary","Europe","Kiskunhalas, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271334,"Influenza - Avian","H5N8 HPAI",46.40986,19.51711,"Kiskunhalas","Hungary","Europe","Kiskunhalas, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271333,"Influenza - Avian","H5N8 HPAI",46.50526,19.63927,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271332,"Influenza - Avian","H5N8 HPAI",46.76493,19.5579,"Jakabszállás","Hungary","Europe","Jakabszállás, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271331,"Influenza - Avian","H5N8 HPAI",46.53248,19.64435,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-21","2020-04-30","2020-04-21","Domestic,Unspecified bird","OIE",,
271330,"Influenza - Avian","H5N8 HPAI",46.62594,19.68757,"Móricgát","Hungary","Europe","Móricgát, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271329,"Influenza - Avian","H5N8 HPAI",46.53656,19.62715,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271328,"Influenza - Avian","H5N8 HPAI",46.40391,19.44543,"Kiskunhalas","Hungary","Europe","Kiskunhalas, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271327,"Influenza - Avian","H5N8 HPAI",46.48366,19.71727,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271326,"Influenza - Avian","H5N8 HPAI",46.7228,19.6124,"Jakabszállás","Hungary","Europe","Jakabszállás, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271325,"Influenza - Avian","H5N8 HPAI",46.53894,19.72925,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271324,"Influenza - Avian","H5N8 HPAI",46.26511,19.58339,"Kisszállás","Hungary","Europe","Kisszállás, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271323,"Influenza - Avian","H5N8 HPAI",46.55489,19.61785,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271322,"Influenza - Avian","H5N8 HPAI",46.894151,19.575034,"Kecskemét","Hungary","Europe","Kecskemét, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271321,"Influenza - Avian","H5N8 HPAI",46.5325,19.68963,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271320,"Influenza - Avian","H5N8 HPAI",46.72058,19.81876,"Kiskunfélegyháza","Hungary","Europe","Kiskunfélegyháza, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271319,"Influenza - Avian","H5N8 HPAI",46.51703,19.63507,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-20","2020-04-30","2020-04-20","Domestic,Unspecified bird","OIE",,
271318,"Influenza - Avian","H5N8 HPAI",46.63124,19.603105,"Bugac","Hungary","Europe","Bugac, Hungary, Europe","2020-04-19","2020-04-30","2020-04-19","Domestic,Unspecified bird","OIE",,
271317,"Influenza - Avian","H5N8 HPAI",46.71642,19.94316,"Kiskunfélegyháza","Hungary","Europe","Kiskunfélegyháza, Hungary, Europe","2020-04-19","2020-04-30","2020-04-19","Domestic,Unspecified bird","OIE",,
271316,"Influenza - Avian","H5N8 HPAI",46.645196,19.84229,"Pet fiszállás","Hungary","Europe","Pet fiszállás, Hungary, Europe","2020-04-18","2020-04-30","2020-04-18","Domestic,Unspecified bird","OIE",,
271315,"Influenza - Avian","H5N8 HPAI",46.488561,19.735681,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-18","2020-04-30","2020-04-18","Domestic,Unspecified bird","OIE",,
271314,"Influenza - Avian","H5N8 HPAI",46.610735,19.498903,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-18","2020-04-30","2020-04-18","Domestic,Unspecified bird","OIE",,
271313,"Influenza - Avian","H5N8 HPAI",46.46607,19.84872,"Kömpöc","Hungary","Europe","Kömpöc, Hungary, Europe","2020-04-18","2020-04-30","2020-04-18","Domestic,Unspecified bird","OIE",,
271312,"Influenza - Avian","H5N8 HPAI",46.540682,19.677507,"Szank","Hungary","Europe","Szank, Hungary, Europe","2020-04-17","2020-04-30","2020-04-17","Domestic,Unspecified bird","OIE",,
271311,"Influenza - Avian","H5N8 HPAI",46.61693,19.54551,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-17","2020-04-30","2020-04-17","Domestic,Unspecified bird","OIE",,
271309,"Influenza - Avian","H5N8 HPAI",46.47521,21.1389,"Nagykamarás","Hungary","Europe","Nagykamarás, Hungary, Europe","2020-04-27","2020-04-30","2020-04-27","Domestic,Unspecified bird","OIE",,
271308,"Influenza - Avian","H5N8 HPAI",46.2916,20.97959,"Battonya","Hungary","Europe","Battonya, Hungary, Europe","2020-04-26","2020-04-30","2020-04-26","Domestic,Unspecified bird","OIE",,
271007,"Influenza - Avian","H5N8 HPAI",46.5498,20.00926,"Pusztaszer","Hungary","Europe","Pusztaszer, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
271006,"Influenza - Avian","H5N8 HPAI",46.54013,19.84689,"Csengele","Hungary","Europe","Csengele, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
271005,"Influenza - Avian","H5N8 HPAI",46.51653,19.88925,"Csengele","Hungary","Europe","Csengele, Hungary, Europe","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
271004,"Influenza - Avian","H5N8 HPAI",46.4963,19.9106,"Kistelek","Hungary","Europe","Kistelek, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
271003,"Influenza - Avian","H5N8 HPAI",46.4386,19.9377,"Balástya","Hungary","Europe","Balástya, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
271002,"Influenza - Avian","H5N8 HPAI",46.2541,19.6822,"Öttömös","Hungary","Europe","Öttömös, Hungary, Europe","2020-04-11","2020-04-21","2020-04-11","Domestic,Unspecified bird","OIE",,
271001,"Influenza - Avian","H5N8 HPAI",46.546655,19.669115,"Szank","Hungary","Europe","Szank, Hungary, Europe","2020-04-17","2020-04-21","2020-04-17","Domestic,Unspecified bird","OIE",,
271000,"Influenza - Avian","H5N8 HPAI",46.618622,19.536336,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-17","2020-04-21","2020-04-17","Domestic,Unspecified bird","OIE",,
270999,"Influenza - Avian","H5N8 HPAI",46.678632,19.511939,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-17","2020-04-21","2020-04-17","Domestic,Unspecified bird","OIE",,
270998,"Influenza - Avian","H5N8 HPAI",46.52605,19.62677,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-17","2020-04-21","2020-04-17","Domestic,Unspecified bird","OIE",,
270997,"Influenza - Avian","H5N8 HPAI",46.51687,19.6405,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-17","2020-04-21","2020-04-17","Domestic,Unspecified bird","OIE",,
270996,"Influenza - Avian","H5N8 HPAI",46.52717,19.63718,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-17","2020-04-21","2020-04-17","Domestic,Unspecified bird","OIE",,
270995,"Influenza - Avian","H5N8 HPAI",46.582145,19.467278,"Tázlár","Hungary","Europe","Tázlár, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270994,"Influenza - Avian","H5N8 HPAI",46.776074,19.800403,"Kiskunfélegyháza","Hungary","Europe","Kiskunfélegyháza, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270993,"Influenza - Avian","H5N8 HPAI",46.595164,19.877923,"Petofiszállás","Hungary","Europe","Petofiszállás, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270992,"Influenza - Avian","H5N8 HPAI",46.25856,19.12728,"Rém","Hungary","Europe","Rém, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270991,"Influenza - Avian","H5N8 HPAI",46.526255,19.628863,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270990,"Influenza - Avian","H5N8 HPAI",46.634373,19.527571,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270989,"Influenza - Avian","H5N8 HPAI",46.28476,19.35571,"Jánoshalma","Hungary","Europe","Jánoshalma, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270988,"Influenza - Avian","H5N8 HPAI",46.56694,19.62731,"Szank","Hungary","Europe","Szank, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270987,"Influenza - Avian","H5N8 HPAI",46.275227,19.52979,"Kisszállás","Hungary","Europe","Kisszállás, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270986,"Influenza - Avian","H5N8 HPAI",46.46387,19.47777,"Kiskunhalas","Hungary","Europe","Kiskunhalas, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270985,"Influenza - Avian","H5N8 HPAI",46.45707,19.62088,"Harkakötöny","Hungary","Europe","Harkakötöny, Hungary, Europe","2020-04-16","2020-04-21","2020-04-16","Domestic,Unspecified bird","OIE",,
270984,"Influenza - Avian","H5N8 HPAI",46.45129,19.78042,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270983,"Influenza - Avian","H5N8 HPAI",46.17763,19.6145,"Kelebia","Hungary","Europe","Kelebia, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270982,"Influenza - Avian","H5N8 HPAI",46.544906,19.702231,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270981,"Influenza - Avian","H5N8 HPAI",46.34817,19.40526,"Kunfehértó","Hungary","Europe","Kunfehértó, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270980,"Influenza - Avian","H5N8 HPAI",46.51492,19.72355,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270979,"Influenza - Avian","H5N8 HPAI",46.67671,19.49529,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270978,"Influenza - Avian","H5N8 HPAI",46.49749,19.63524,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270977,"Influenza - Avian","H5N8 HPAI",46.44502,19.63958,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270976,"Influenza - Avian","H5N8 HPAI",46.73519,19.45826,"Orgovány","Hungary","Europe","Orgovány, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270975,"Influenza - Avian","H5N8 HPAI",46.22153,19.39457,"Mélykút","Hungary","Europe","Mélykút, Hungary, Europe","2020-04-15","2020-04-21","2020-04-15","Domestic,Unspecified bird","OIE",,
270974,"Influenza - Avian","H5N8 HPAI",46.48606,19.67546,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270973,"Influenza - Avian","H5N8 HPAI",46.67858,19.66368,"Bugac","Hungary","Europe","Bugac, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270972,"Influenza - Avian","H5N8 HPAI",46.40771,19.1972,"Császártöltés","Hungary","Europe","Császártöltés, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270971,"Influenza - Avian","H5N8 HPAI",46.4134,19.45376,"Kiskunhalas","Hungary","Europe","Kiskunhalas, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270970,"Influenza - Avian","H5N8 HPAI",46.58973,19.78638,"Jászszentlászló","Hungary","Europe","Jászszentlászló, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270969,"Influenza - Avian","H5N8 HPAI",46.46953,19.76922,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270968,"Influenza - Avian","H5N8 HPAI",46.51957,19.63121,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270967,"Influenza - Avian","H5N8 HPAI",46.57385,19.74038,"Jászszentlászló","Hungary","Europe","Jászszentlászló, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270966,"Influenza - Avian","H5N8 HPAI",46.44627,19.74492,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-14","2020-04-21","2020-04-14","Domestic,Unspecified bird","OIE",,
270965,"Influenza - Avian","H5N8 HPAI",46.525321,19.617174,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
270964,"Influenza - Avian","H5N8 HPAI",46.50235,19.65373,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
270963,"Influenza - Avian","H5N8 HPAI",46.630572,19.534712,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
270962,"Influenza - Avian","H5N8 HPAI",46.632,19.534668,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
270961,"Influenza - Avian","H5N8 HPAI",46.3996,19.87582,"Csólyospálos","Hungary","Europe","Csólyospálos, Hungary, Europe","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
270960,"Influenza - Avian","H5N8 HPAI",46.624254,19.407137,"Soltvadkert","Hungary","Europe","Soltvadkert, Hungary, Europe","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
270959,"Influenza - Avian","H5N8 HPAI",46.620761,19.449354,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
270958,"Influenza - Avian","H5N8 HPAI",46.22667,19.62321,"Kelebia","Hungary","Europe","Kelebia, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
270957,"Influenza - Avian","H5N8 HPAI",46.533528,19.518495,"Tázlár","Hungary","Europe","Tázlár, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
270956,"Influenza - Avian","H5N8 HPAI",46.22658,19.39732,"Mélykút","Hungary","Europe","Mélykút, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
270955,"Influenza - Avian","H5N8 HPAI",46.44449,19.42247,"Kiskunhalas","Hungary","Europe","Kiskunhalas, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
270954,"Influenza - Avian","H5N8 HPAI",46.4209,19.44301,"Kiskunhalas","Hungary","Europe","Kiskunhalas, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
270953,"Influenza - Avian","H5N8 HPAI",46.66314,19.49678,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
270952,"Influenza - Avian","H5N8 HPAI",46.6173,19.5483,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
270951,"Influenza - Avian","H5N8 HPAI",46.198931,19.596419,"Kelebia","Hungary","Europe","Kelebia, Hungary, Europe","2020-04-12","2020-04-21","2020-04-12","Domestic,Unspecified bird","OIE",,
270950,"Influenza - Avian","H5N8 HPAI",46.59159,19.77504,"Jászszentlászló","Hungary","Europe","Jászszentlászló, Hungary, Europe","2020-04-11","2020-04-21","2020-04-11","Domestic,Unspecified bird","OIE",,
270949,"Influenza - Avian","H5N8 HPAI",46.51654,19.76043,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-10","2020-04-21","2020-04-10","Domestic,Unspecified bird","OIE",,
270568,"Influenza - Avian","H5N8 HPAI",46.55212,19.97079,"Pusztaszer","Hungary","Europe","Pusztaszer, Hungary, Europe","2020-04-09","2020-04-16","2020-04-09","Domestic,Unspecified bird","OIE",,
270567,"Influenza - Avian","H5N8 HPAI",46.54135,19.83184,"Csengele","Hungary","Europe","Csengele, Hungary, Europe","2020-04-09","2020-04-16","2020-04-09","Domestic,Unspecified bird","OIE",,
270566,"Influenza - Avian","H5N8 HPAI",46.3455,19.9427,"Zsombó","Hungary","Europe","Zsombó, Hungary, Europe","2020-04-08","2020-04-16","2020-04-08","Domestic,Unspecified bird","OIE",,
270565,"Influenza - Avian","H5N8 HPAI",46.34363,19.88657,"Forráskút","Hungary","Europe","Forráskút, Hungary, Europe","2020-04-05","2020-04-16","2020-04-05","Domestic,Unspecified bird","OIE",,
270365,"Influenza - Avian","H5N8 HPAI",46.45851,19.68701,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-11","2020-04-16","2020-04-11","Domestic,Unspecified bird","OIE",,
270364,"Influenza - Avian","H5N8 HPAI",46.587862,19.882969,"Pet fiszállás","Hungary","Europe","Pet fiszállás, Hungary, Europe","2020-04-11","2020-04-16","2020-04-11","Domestic,Unspecified bird","OIE",,
270363,"Influenza - Avian","H5N8 HPAI",46.598149,19.465149,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-11","2020-04-16","2020-04-11","Domestic,Unspecified bird","OIE",,
270362,"Influenza - Avian","H5N8 HPAI",46.55832,19.46721,"Tázlár","Hungary","Europe","Tázlár, Hungary, Europe","2020-04-10","2020-04-16","2020-04-10","Domestic,Unspecified bird","OIE",,
270361,"Influenza - Avian","H5N8 HPAI",46.45126,19.78045,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-10","2020-04-16","2020-04-10","Domestic,Unspecified bird","OIE",,
270360,"Influenza - Avian","H5N8 HPAI",46.51841,19.7112,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-10","2020-04-16","2020-04-10","Domestic,Unspecified bird","OIE",,
270359,"Influenza - Avian","H5N8 HPAI",46.592784,19.491405,"Bócsa","Hungary","Europe","Bócsa, Hungary, Europe","2020-04-10","2020-04-16","2020-04-10","Domestic,Unspecified bird","OIE",,
270358,"Influenza - Avian","H5N8 HPAI",46.54089,19.6471,"Kiskunmajsa","Hungary","Europe","Kiskunmajsa, Hungary, Europe","2020-04-10","2020-04-16","2020-04-10","Domestic,Unspecified bird","OIE",,
