"event_id","disease","serotype","lat","lon","locality","country","region","location","observation_date","report_date","display_date","species","diagnosis_source","humans_affected","humans_deaths"
293512,"Influenza - Avian","H5N5 HPAI",23.741082,120.242068,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2021-03-30","2021-04-20","2021-03-30","Domestic,Unspecified bird","OIE",,
293511,"Influenza - Avian","H5N5 HPAI",23.693313,120.245038,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2021-04-06","2021-04-20","2021-04-06","Domestic,Unspecified bird","OIE",,
291991,"Influenza - Avian","H5N5 HPAI",23.78093,120.30799,"Lunbei Township","Taiwan (Province of China)","Asia","Lunbei Township, Taiwan (Province of China), Asia","2021-02-09","2021-03-25","2021-02-09","Domestic,Unspecified bird","OIE",,
291990,"Influenza - Avian","H5N5 HPAI",23.86115,120.55782,"Beidou Township","Taiwan (Province of China)","Asia","Beidou Township, Taiwan (Province of China), Asia","2021-02-04","2021-03-25","2021-02-04","Domestic,Unspecified bird","OIE",,
291989,"Influenza - Avian","H5N2 HPAI",22.86326,120.32978,"Alian District","Taiwan (Province of China)","Asia","Alian District, Taiwan (Province of China), Asia","2021-01-21","2021-03-25","2021-01-21","Domestic,Unspecified bird","OIE",,
291334,"Influenza - Avian","H5N5 HPAI",23.7,120.2,"Taixi","Taiwan (Province of China)","Asia","Taixi, Taiwan (Province of China), Asia","2021-03-18","2021-03-21","2021-03-18","Domestic,Goose","National authorities",,
291333,"Influenza - Avian","H5N5 HPAI",23.7,120.2,"Taixi","Taiwan (Province of China)","Asia","Taixi, Taiwan (Province of China), Asia","2021-03-15","2021-03-18","2021-03-15","Domestic,Goose","National authorities",,
291332,"Influenza - Avian","H5N2 HPAI",25.0333,121.483,"Wanhua","Taiwan (Province of China)","Asia","Wanhua, Taiwan (Province of China), Asia","2021-03-09","2021-03-12","2021-03-09","Domestic,Unspecified bird","National authorities",,
290522,"Influenza - Avian","H5N5 HPAI",23.559408,120.472546,"Minxiong Township","Taiwan (Province of China)","Asia","Minxiong Township, Taiwan (Province of China), Asia","2021-01-11","2021-03-12","2021-01-11","Wild,Swan","OIE",,
290202,"Influenza - Avian","H5 HPAI",23.48,120.449722,"Aogu Wetlands","Taiwan (Province of China)","Asia","Aogu Wetlands, Taiwan (Province of China), Asia","2020-12-15","2020-12-15","2020-12-15","Wild,Northern pintail (Anas acuta)","National authorities",,
290201,"Influenza - Avian","H5N5 HPAI",23.778889,120.333056,"Lunbei","Taiwan (Province of China)","Asia","Lunbei, Taiwan (Province of China), Asia","2021-02-09","2021-02-12","2021-02-09","Domestic,Chicken","National authorities",,
290200,"Influenza - Avian","H5N5 HPAI",23.8747,120.5248,"Beidou","Taiwan (Province of China)","Asia","Beidou, Taiwan (Province of China), Asia","2021-02-04","2021-02-06","2021-02-04","Domestic,Goose","National authorities",,
290199,"Influenza - Avian","H5N2 HPAI",22.883333,120.333333,"Alian","Taiwan (Province of China)","Asia","Alian, Taiwan (Province of China), Asia","2021-01-21","2021-02-01","2021-01-21","Domestic,Goose","National authorities",,
290198,"Influenza - Avian","H5N5 HPAI",22.733333,120.483333,"Jiuru","Taiwan (Province of China)","Asia","Jiuru, Taiwan (Province of China), Asia","2021-01-15","2021-01-18","2021-01-15","Domestic,Chicken","National authorities",,
290197,"Influenza - Avian","H5N5 HPAI",23.48,120.449722,"Minxiong","Taiwan (Province of China)","Asia","Minxiong, Taiwan (Province of China), Asia","2021-01-11","2021-01-11","2021-01-11","Wild,Black Swan:Cygnus atratus(Anatidae)","National authorities",,
290196,"Influenza - Avian","H5N5 HPAI",23.702056,120.255583,"Dongshi","Taiwan (Province of China)","Asia","Dongshi, Taiwan (Province of China), Asia","2020-12-31","2021-01-03","2020-12-31","Domestic,Goose","National authorities",,
290195,"Influenza - Avian","H5N5 HPAI",22.820175,120.5979,"Gaoshu","Taiwan (Province of China)","Asia","Gaoshu, Taiwan (Province of China), Asia","2020-12-25","2020-12-31","2020-12-25","Domestic,Duck","National authorities",,
290194,"Influenza - Avian","H5N5 HPAI",22.7544,120.5724,"Yanpu","Taiwan (Province of China)","Asia","Yanpu, Taiwan (Province of China), Asia","2020-12-25","2020-12-31","2020-12-25","Domestic,Duck","National authorities",,
290193,"Influenza - Avian","H5N5 HPAI",23.642008,120.322899,"Yuanchang","Taiwan (Province of China)","Asia","Yuanchang, Taiwan (Province of China), Asia","2020-12-21","2020-12-24","2020-12-21","Domestic,Goose","National authorities",,
290192,"Influenza - Avian","H5N5 HPAI",23.848333,120.308889,"Dacheng","Taiwan (Province of China)","Asia","Dacheng, Taiwan (Province of China), Asia","2020-12-19","2020-12-23","2020-12-19","Domestic,Chicken","National authorities",,
290191,"Influenza - Avian","H5N5 HPAI",23.642008,120.322899,"Yuanchang","Taiwan (Province of China)","Asia","Yuanchang, Taiwan (Province of China), Asia","2020-11-23","2020-11-26","2020-11-23","Domestic,Goose","National authorities",,
290190,"Influenza - Avian","H5N5 HPAI",23.45,120.3333,"Taibao","Taiwan (Province of China)","Asia","Taibao, Taiwan (Province of China), Asia","2020-11-22","2020-11-24","2020-11-22","Domestic,Goose","National authorities",,
290189,"Influenza - Avian","H5N5 HPAI",25.0333,121.483,"Wanhua","Taiwan (Province of China)","Asia","Wanhua, Taiwan (Province of China), Asia","2020-11-14","2020-11-16","2020-11-14","Domestic,Chicken","National authorities",,
290188,"Influenza - Avian","H5N5 HPAI",25.011111,121.445833,"Taishan","Taiwan (Province of China)","Asia","Taishan, Taiwan (Province of China), Asia","2020-11-13","2020-11-16","2020-11-13","Domestic,Chicken","National authorities",,
287555,"Influenza - Avian","H5N5 HPAI",22.7446,120.50783,"Jiuru Township","Taiwan (Province of China)","Asia","Jiuru Township, Taiwan (Province of China), Asia","2021-01-15","2021-02-01","2021-01-15","Domestic,Unspecified bird","OIE",,
286189,"Influenza - Avian","H5N5 HPAI",23.715553,120.249739,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-12-31","2021-01-13","2020-12-31","Domestic,Unspecified bird","OIE",,
286188,"Influenza - Avian","H5N5 HPAI",22.79016,120.55576,"Gaoshu Township","Taiwan (Province of China)","Asia","Gaoshu Township, Taiwan (Province of China), Asia","2020-12-25","2021-01-13","2020-12-25","Domestic,Unspecified bird","OIE",,
286187,"Influenza - Avian","H5N5 HPAI",22.74425,120.51218,"Yanpu Township","Taiwan (Province of China)","Asia","Yanpu Township, Taiwan (Province of China), Asia","2020-12-25","2021-01-13","2020-12-25","Domestic,Unspecified bird","OIE",,
285716,"Influenza - Avian","H5N5 HPAI",23.632447,120.321694,"Yuanchang Township","Taiwan (Province of China)","Asia","Yuanchang Township, Taiwan (Province of China), Asia","2020-12-21","2021-01-04","2020-12-21","Domestic,Unspecified bird","OIE",,
285715,"Influenza - Avian","H5N5 HPAI",23.85099,120.30975,"Dacheng Township","Taiwan (Province of China)","Asia","Dacheng Township, Taiwan (Province of China), Asia","2020-12-19","2021-01-04","2020-12-19","Domestic,Unspecified bird","OIE",,
285642,"Influenza - Avian","H5 HPAI",23.702056,120.255583,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-12-15","2020-12-31","2020-12-15","Wild,Northern pintail (Anas acuta)","OIE",,
284385,"Influenza - Avian","H5N5 HPAI",23.649262,120.336495,"Yuanchang Township","Taiwan (Province of China)","Asia","Yuanchang Township, Taiwan (Province of China), Asia","2020-11-23","2020-12-15","2020-11-23","Domestic,Unspecified bird","OIE",,
284384,"Influenza - Avian","H5N5 HPAI",23.44354,120.31016,"Taibao City","Taiwan (Province of China)","Asia","Taibao City, Taiwan (Province of China), Asia","2020-11-22","2020-12-15","2020-11-22","Domestic,Unspecified bird","OIE",,
284383,"Influenza - Avian","H5N5 HPAI",25.03067,121.48937,"Wanhua District","Taiwan (Province of China)","Asia","Wanhua District, Taiwan (Province of China), Asia","2020-11-14","2020-12-15","2020-11-14","Domestic,Unspecified bird","OIE",,
284382,"Influenza - Avian","H5N5 HPAI",25.06299,121.44634,"Taishan District","Taiwan (Province of China)","Asia","Taishan District, Taiwan (Province of China), Asia","2020-11-13","2020-12-15","2020-11-13","Domestic,Unspecified bird","OIE",,
279239,"Influenza - Avian","H5N5 HPAI",25.06299,121.44634,"Taishan District","Taiwan (Province of China)","Asia","Taishan District, Taiwan (Province of China), Asia","2020-09-12","2020-09-29","2020-09-12","Domestic,Unspecified bird","OIE",,
278933,"Influenza - Avian","H5N5 HPAI",23.537645,120.200729,"Shuilin Township","Taiwan (Province of China)","Asia","Shuilin Township, Taiwan (Province of China), Asia","2020-09-11","2020-09-21","2020-09-11","Domestic,Unspecified bird","OIE",,
278932,"Influenza - Avian","H5N5 HPAI",23.68523,120.24889,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-09-05","2020-09-21","2020-09-05","Domestic,Unspecified bird","OIE",,
278093,"Influenza - Avian","H5N5 HPAI",25.03067,121.48937,"Wanhua District","Taiwan (Province of China)","Asia","Wanhua District, Taiwan (Province of China), Asia","2020-08-23","2020-09-07","2020-08-23","Domestic,Unspecified bird","OIE",,
278092,"Influenza - Avian","H5N5 HPAI",23.72214,120.236463,"Taixi Township","Taiwan (Province of China)","Asia","Taixi Township, Taiwan (Province of China), Asia","2020-08-17","2020-09-07","2020-08-17","Domestic,Unspecified bird","OIE",,
277765,"Influenza - Avian","H5N5 HPAI",23.68967,120.27361,"Baozhong Township","Taiwan (Province of China)","Asia","Baozhong Township, Taiwan (Province of China), Asia","2020-08-15","2020-08-31","2020-08-15","Domestic,Unspecified bird","OIE",,
277455,"Influenza - Avian","H5N2 HPAI",23.70719,120.49166,"Dounan Township","Taiwan (Province of China)","Asia","Dounan Township, Taiwan (Province of China), Asia","2020-08-08","2020-08-24","2020-08-08","Domestic,Unspecified bird","OIE",,
277267,"Influenza - Avian","H5N5 HPAI",23.863379,120.350614,"Erlin Township","Taiwan (Province of China)","Asia","Erlin Township, Taiwan (Province of China), Asia","2020-08-06","2020-08-17","2020-08-06","Domestic,Unspecified bird","OIE",,
277266,"Influenza - Avian","H5N5 HPAI",22.72833,120.55164,"Yanpu Township","Taiwan (Province of China)","Asia","Yanpu Township, Taiwan (Province of China), Asia","2020-08-01","2020-08-17","2020-08-01","Domestic,Unspecified bird","OIE",,
277265,"Influenza - Avian","H5N5 HPAI",23.70649,120.40593,"Huwei Township","Taiwan (Province of China)","Asia","Huwei Township, Taiwan (Province of China), Asia","2020-07-30","2020-08-17","2020-07-30","Domestic,Unspecified bird","OIE",,
277264,"Influenza - Avian","H5N5 HPAI",22.8106,120.3116,"Gangshan District","Taiwan (Province of China)","Asia","Gangshan District, Taiwan (Province of China), Asia","2020-07-29","2020-08-17","2020-07-29","Domestic,Unspecified bird","OIE",,
277235,"Influenza - Avian","H5N5 HPAI",23.688737,120.267855,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-08-08","2020-08-21","2020-08-08","Domestic,Chicken","OIE",,
276980,"Influenza - Avian","H5N5 HPAI",23.680359,120.57911,"Gukeng Township","Taiwan (Province of China)","Asia","Gukeng Township, Taiwan (Province of China), Asia","2020-07-28","2020-08-10","2020-07-28","Domestic,Unspecified bird","OIE",,
276979,"Influenza - Avian","H5N5 HPAI",23.220206,120.234848,"Xiaying District","Taiwan (Province of China)","Asia","Xiaying District, Taiwan (Province of China), Asia","2020-07-27","2020-08-10","2020-07-27","Domestic,Unspecified bird","OIE",,
276978,"Influenza - Avian","H5N5 HPAI",24.00247,120.39341,"Fangyuan Township","Taiwan (Province of China)","Asia","Fangyuan Township, Taiwan (Province of China), Asia","2020-07-26","2020-08-10","2020-07-26","Domestic,Unspecified bird","OIE",,
276977,"Influenza - Avian","H5N5 HPAI",23.718869,120.235907,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-07-23","2020-08-10","2020-07-23","Domestic,Unspecified bird","OIE",,
274619,"Influenza - Avian","H5N5 HPAI",23.836,120.317,"Dacheng Township, Changhua County","Taiwan (Province of China)","Asia","Dacheng Township, Changhua County, Taiwan (Province of China), Asia","2020-06-18","2020-06-21","2020-06-18","Domestic,Chicken","National authorities",,
273260,"Influenza - Avian","H5N5 HPAI",23.692718,120.281675,"Baozhong Township","Taiwan (Province of China)","Asia","Baozhong Township, Taiwan (Province of China), Asia","2020-05-21","2020-06-01","2020-05-21","Domestic,Unspecified bird","OIE",,
272203,"Influenza - Avian","H5N5 HPAI",23.77856,120.2716,"Mailiao Township","Taiwan (Province of China)","Asia","Mailiao Township, Taiwan (Province of China), Asia","2020-04-27","2020-05-18","2020-04-27","Domestic,Unspecified bird","OIE",,
271946,"Influenza - Avian","H5N2 HPAI",23.689834,120.261344,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-01-30","2020-02-05","2020-01-30","Domestic,Unspecified bird","OIE",,
271945,"Influenza - Avian","H5N2 HPAI",22.742528,120.541861,"Yanpu Township","Taiwan (Province of China)","Asia","Yanpu Township, Taiwan (Province of China), Asia","2020-01-29","2020-02-05","2020-01-29","Domestic,Unspecified bird","OIE",,
271944,"Influenza - Avian","H5N2 HPAI",22.736,120.540861,"Yanpu Township","Taiwan (Province of China)","Asia","Yanpu Township, Taiwan (Province of China), Asia","2020-01-26","2020-02-05","2020-01-26","Domestic,Unspecified bird","OIE",,
271943,"Influenza - Avian","H5N2 HPAI",23.677775,120.59645,"Gukeng Township","Taiwan (Province of China)","Asia","Gukeng Township, Taiwan (Province of China), Asia","2020-01-23","2020-02-05","2020-01-23","Domestic,Unspecified bird","OIE",,
271942,"Influenza - Avian","H5N2 HPAI",23.758606,120.232778,"Mailiao Township","Taiwan (Province of China)","Asia","Mailiao Township, Taiwan (Province of China), Asia","2020-01-23","2020-02-05","2020-01-23","Domestic,Unspecified bird","OIE",,
271941,"Influenza - Avian","H5N2 HPAI",23.752833,120.218847,"Taixi Township","Taiwan (Province of China)","Asia","Taixi Township, Taiwan (Province of China), Asia","2020-01-22","2020-02-05","2020-01-22","Domestic,Unspecified bird","OIE",,
271940,"Influenza - Avian","H5N2 HPAI",23.641466,120.465669,"Dapi Township","Taiwan (Province of China)","Asia","Dapi Township, Taiwan (Province of China), Asia","2020-01-17","2020-02-05","2020-01-17","Domestic,Unspecified bird","OIE",,
271939,"Influenza - Avian","H5N2 HPAI",23.2694,120.311,"Liuying District","Taiwan (Province of China)","Asia","Liuying District, Taiwan (Province of China), Asia","2020-01-15","2020-02-05","2020-01-15","Domestic,Unspecified bird","OIE",,
271938,"Influenza - Avian","H5N2 HPAI",23.743855,120.270901,"Mailiao Township","Taiwan (Province of China)","Asia","Mailiao Township, Taiwan (Province of China), Asia","2020-01-14","2020-02-05","2020-01-14","Domestic,Unspecified bird","OIE",,
271730,"Influenza - Avian","H5N5 HPAI",25.03067,121.48937,"Wanhua District","Taiwan (Province of China)","Asia","Wanhua District, Taiwan (Province of China), Asia","2020-04-24","2020-05-11","2020-04-24","Domestic,Chicken","OIE",,
271729,"Influenza - Avian","H5N5 HPAI",22.72873,120.58527,"Yanpu Township","Taiwan (Province of China)","Asia","Yanpu Township, Taiwan (Province of China), Asia","2020-04-22","2020-05-11","2020-04-22","Domestic,Chicken","OIE",,
271090,"Influenza - Avian","H5N5 HPAI",23.24775,120.24423,"Yanshui District","Taiwan (Province of China)","Asia","Yanshui District, Taiwan (Province of China), Asia","2020-04-13","2020-04-21","2020-04-13","Domestic,Unspecified bird","OIE",,
271089,"Influenza - Avian","H5N5 HPAI",23.687436,120.238042,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-04-09","2020-04-21","2020-04-09","Domestic,Unspecified bird","OIE",,
271088,"Influenza - Avian","H5N5 HPAI",23.24318,120.20706,"Xuejia District","Taiwan (Province of China)","Asia","Xuejia District, Taiwan (Province of China), Asia","2020-04-06","2020-04-21","2020-04-06","Domestic,Unspecified bird","OIE",,
271087,"Influenza - Avian","H5N5 HPAI",23.24397,120.20752,"Xuejia District","Taiwan (Province of China)","Asia","Xuejia District, Taiwan (Province of China), Asia","2020-04-06","2020-04-21","2020-04-06","Domestic,Unspecified bird","OIE",,
270225,"Influenza - Avian","H5N5 HPAI",22.983333,120.183333,"Tainan City","Taiwan (Province of China)","Asia","Tainan City, Taiwan (Province of China), Asia",,"2020-04-16","2020-04-16","Domestic,Chicken","National authorities",,
269592,"Influenza - Avian","H5N5 HPAI",23.34463,120.32312,"HoubiDistrict","Taiwan (Province of China)","Asia","HoubiDistrict, Taiwan (Province of China), Asia","2020-03-25","2020-04-07","2020-03-25","Domestic,Goose","OIE",,
267398,"Influenza - Avian","H5N2 HPAI",23.665922,120.38853,"Tuku Township","Taiwan (Province of China)","Asia","Tuku Township, Taiwan (Province of China), Asia","2020-03-08","2020-03-27","2020-03-08","Domestic,Turkey","OIE",,
267397,"Influenza - Avian","H5N2 HPAI",23.732281,120.246906,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-03-05","2020-03-27","2020-03-05","Domestic,Chicken","OIE",,
267249,"Influenza - Avian","H5N5 HPAI",23.24293,120.20841,"Xuejia District","Taiwan (Province of China)","Asia","Xuejia District, Taiwan (Province of China), Asia","2020-03-20","2020-03-27","2020-03-20","Domestic,Turkey","OIE",,
267248,"Influenza - Avian","H5N5 HPAI",23.869261,120.28921,"Dacheng Township","Taiwan (Province of China)","Asia","Dacheng Township, Taiwan (Province of China), Asia","2020-03-18","2020-03-27","2020-03-18","Domestic,Chicken","OIE",,
267247,"Influenza - Avian","H5N5 HPAI",23.80595,120.25358,"Mailiao Township","Taiwan (Province of China)","Asia","Mailiao Township, Taiwan (Province of China), Asia","2020-03-12","2020-03-27","2020-03-12","Domestic,Duck","OIE",,
267246,"Influenza - Avian","H5N5 HPAI",22.6105,120.495666,"Wandan Township","Taiwan (Province of China)","Asia","Wandan Township, Taiwan (Province of China), Asia","2020-03-12","2020-03-27","2020-03-12","Domestic,Chicken","OIE",,
267245,"Influenza - Avian","H5N5 HPAI",23.609361,120.30366,"Beigang Township","Taiwan (Province of China)","Asia","Beigang Township, Taiwan (Province of China), Asia","2020-03-02","2020-03-27","2020-03-02","Domestic,Turkey","OIE",,
266465,"Influenza - Avian","H5N2 HPAI",23.37165833,120.34093333,"Houbi District","Taiwan (Province of China)","Asia","Houbi District, Taiwan (Province of China), Asia","2020-02-26","2020-03-10","2020-02-26","Domestic,Goose","OIE",,
266458,"Influenza - Avian","H5N2 HPAI",23.636938,120.151729,"Sihu Township","Taiwan (Province of China)","Asia","Sihu Township, Taiwan (Province of China), Asia","2020-02-24","2020-03-10","2020-02-24","Domestic,Goose","OIE",,
266167,"Influenza - Avian","H5N2 HPAI",22.505427,120.572002,"Xinpi Township","Taiwan (Province of China)","Asia","Xinpi Township, Taiwan (Province of China), Asia","2020-02-20","2020-03-03","2020-02-20","Domestic,Chicken","OIE",,
266166,"Influenza - Avian","H5N2 HPAI",22.8894,120.2247,"Hunei District","Taiwan (Province of China)","Asia","Hunei District, Taiwan (Province of China), Asia","2020-02-10","2020-03-03","2020-02-10","Domestic,Chicken","OIE",,
266165,"Influenza - Avian","H5N5 HPAI",23.713343,120.289186,"Baozhong Township","Taiwan (Province of China)","Asia","Baozhong Township, Taiwan (Province of China), Asia","2020-02-21","2020-03-03","2020-02-21","Domestic,Chicken","OIE",,
266164,"Influenza - Avian","H5N5 HPAI",23.294921,120.232494,"Yanshui District","Taiwan (Province of China)","Asia","Yanshui District, Taiwan (Province of China), Asia","2020-02-15","2020-03-03","2020-02-15","Domestic,Goose","OIE",,
266163,"Influenza - Avian","H5N5 HPAI",22.8106,120.3116,"Gangshan District","Taiwan (Province of China)","Asia","Gangshan District, Taiwan (Province of China), Asia","2020-02-13","2020-03-03","2020-02-13","Domestic,Chicken","OIE",,
266162,"Influenza - Avian","H5N5 HPAI",25.03067,121.48937,"Wanhua District","Taiwan (Province of China)","Asia","Wanhua District, Taiwan (Province of China), Asia","2020-02-07","2020-03-03","2020-02-07","Domestic,Chicken","OIE",,
265560,"Influenza - Avian","H5N5 HPAI",23.6123,120.192825,"Kouhu Township","Taiwan (Province of China)","Asia","Kouhu Township, Taiwan (Province of China), Asia","2020-02-13","2020-02-20","2020-02-13","Domestic,Chicken","OIE",,
265559,"Influenza - Avian","H5N2 HPAI",23.6123,120.192825,"Kouhu Township","Taiwan (Province of China)","Asia","Kouhu Township, Taiwan (Province of China), Asia","2020-02-13","2020-02-20","2020-02-13","Domestic,Chicken","OIE",,
265533,"Influenza - Avian","H5N2 HPAI",23.852375,120.298385,"Dacheng Township","Taiwan (Province of China)","Asia","Dacheng Township, Taiwan (Province of China), Asia","2020-02-12","2020-02-20","2020-02-12","Domestic,Chicken","OIE",,
265249,"Influenza - Avian","H5N2 HPAI",23.9945,120.3785,"Fangyuan Township","Taiwan (Province of China)","Asia","Fangyuan Township, Taiwan (Province of China), Asia","2020-02-07","2020-02-12","2020-02-07","Domestic,Chicken","OIE",,
265248,"Influenza - Avian","H5N2 HPAI",23.626538,120.532122,"Gukeng Township","Taiwan (Province of China)","Asia","Gukeng Township, Taiwan (Province of China), Asia","2020-02-06","2020-02-12","2020-02-06","Domestic,Chicken","OIE",,
265247,"Influenza - Avian","H5N2 HPAI",23.689834,120.261344,"Dongshi Township","Taiwan (Province of China)","Asia","Dongshi Township, Taiwan (Province of China), Asia","2020-02-04","2020-02-12","2020-02-04","Domestic,Chicken","OIE",,
265246,"Influenza - Avian","H5N2 HPAI",24.015011,120.374771,"Fangyuan Township","Taiwan (Province of China)","Asia","Fangyuan Township, Taiwan (Province of China), Asia","2020-01-29","2020-02-12","2020-01-29","Domestic,Duck","OIE",,
264845,"Influenza - Avian","H5N5 HPAI",25.03067,121.48937,"Wanhua District","Taiwan (Province of China)","Asia","Wanhua District, Taiwan (Province of China), Asia","2020-01-10","2020-02-10","2020-01-10","Domestic,Chicken","OIE",,
263828,"Influenza - Avian","H5N5 HPAI",25.03067,121.48937,"Wanhua District","Taiwan (Province of China)","Asia","Wanhua District, Taiwan (Province of China), Asia","2020-01-11","2020-01-22","2020-01-11","Domestic,Chicken","OIE",,
263827,"Influenza - Avian","H5N5 HPAI",25.03067,121.48937,"Wanhua District","Taiwan (Province of China)","Asia","Wanhua District, Taiwan (Province of China), Asia","2020-01-10","2020-01-22","2020-01-10","Domestic,Chicken","OIE",,
263821,"Influenza - Avian","H5N2 HPAI",23.591721,120.254411,"Shuilin Township","Taiwan (Province of China)","Asia","Shuilin Township, Taiwan (Province of China), Asia","2020-01-14","2020-01-22","2020-01-14","Domestic,Turkey","OIE",,
263820,"Influenza - Avian","H5N2 HPAI",24.393,120.59933,"Da’an District","Taiwan (Province of China)","Asia","Da’an District, Taiwan (Province of China), Asia","2020-01-13","2020-01-22","2020-01-13","Domestic,Chicken","OIE",,
263819,"Influenza - Avian","H5N2 HPAI",23.8547,120.42009,"Zhutang Township","Taiwan (Province of China)","Asia","Zhutang Township, Taiwan (Province of China), Asia","2020-01-13","2020-01-22","2020-01-13","Domestic,Chicken","OIE",,
263818,"Influenza - Avian","H5N2 HPAI",23.677501,120.328694,"Yuanchang Township","Taiwan (Province of China)","Asia","Yuanchang Township, Taiwan (Province of China), Asia","2020-01-07","2020-01-20","2020-01-07","Domestic,Chicken","OIE",,
263817,"Influenza - Avian","H5N2 HPAI",23.782676,120.509029,"Citong Township","Taiwan (Province of China)","Asia","Citong Township, Taiwan (Province of China), Asia","2020-01-04","2020-01-20","2020-01-04","Domestic,Chicken","OIE",,
263816,"Influenza - Avian","H5N2 HPAI",25.03067,121.48937,"Wanhua District","Taiwan (Province of China)","Asia","Wanhua District, Taiwan (Province of China), Asia","2020-01-01","2020-01-20","2020-01-01","Domestic,Chicken","OIE",,
287631,"Influenza - Avian","H5N1 HPAI",17.305983,75.496979,"Jangalgi","India","Asia","Jangalgi, India, Asia","2021-01-11","2021-02-01","2021-01-11","Domestic,Unspecified bird","OIE",,
287630,"Influenza - Avian","H5N8 HPAI",9.469263,76.366434,"Kainakary","India","Asia","Kainakary, India, Asia","2021-01-08","2021-02-01","2021-01-08","Domestic,Unspecified bird","OIE",,
287629,"Influenza - Avian","H5N1 HPAI",20.679774,81.08358,"Chhaati","India","Asia","Chhaati, India, Asia","2021-01-14","2021-02-01","2021-01-14","Domestic,Unspecified bird","OIE",,
287628,"Influenza - Avian","H5N1 HPAI",30.873631,76.76059,"Siswan Dam Catchment Area","India","Asia","Siswan Dam Catchment Area, India, Asia","2021-01-08","2021-02-01","2021-01-08","Wild,Goose","OIE",,
287627,"Influenza - Avian","H5N8 HPAI",20.793232,70.855979,"Dolasa Revenue Area","India","Asia","Dolasa Revenue Area, India, Asia","2021-01-01","2021-02-01","2021-01-01","Domestic,Unspecified bird","OIE",,
287162,"Influenza - Avian","H5N8 HPAI",24.834,76.0065,"DARA Forest Range Office","India","Asia","DARA Forest Range Office, India, Asia","2021-01-01","2021-01-23","2021-01-01","Wild,House Crow (Corvus splendens)","OIE",,
287161,"Influenza - Avian","H5N8 HPAI",24.6496,75.9434,"SDM Residence Area","India","Asia","SDM Residence Area, India, Asia","2021-01-01","2021-01-23","2021-01-01","Wild,House Crow (Corvus splendens)","OIE",,
287160,"Influenza - Avian","H5N8 HPAI",26.93219,75.81727,"Radi Ke Bajaji Temple","India","Asia","Radi Ke Bajaji Temple, India, Asia","2020-12-25","2021-01-23","2020-12-25","Wild,Crow / Wild,House Crow (Corvus splendens)","OIE",,
287145,"Influenza - Avian","H5N8 HPAI",23.718039,76.012809,"Near Sai Temple Agar","India","Asia","Near Sai Temple Agar, India, Asia","2021-01-01","2021-01-24","2021-01-01","Wild,House Crow (Corvus splendens)","OIE",,
287144,"Influenza - Avian","H5N8 HPAI",24.0758,75.0761,"Tehsil Complex","India","Asia","Tehsil Complex, India, Asia","2020-12-27","2021-01-24","2020-12-27","Wild,Crow / Wild,House Crow (Corvus splendens)","OIE",,
286753,"Influenza - Avian","H5N1 HPAI",23.009,74.56,"Rundipada","India","Asia","Rundipada, India, Asia","2021-01-06","2021-01-16","2021-01-06","Domestic,Unspecified bird","OIE",,
286752,"Influenza - Avian","H5N1 HPAI",19.314108,76.870252,"Murumba","India","Asia","Murumba, India, Asia","2021-01-07","2021-01-16","2021-01-07","Domestic,Unspecified bird","OIE",,
286751,"Influenza - Avian","H5N8 HPAI",30.56452,77.05438,"Nature Poultry Farm","India","Asia","Nature Poultry Farm, India, Asia","2021-01-02","2021-01-15","2021-01-02","Domestic,Unspecified bird","OIE",,
286750,"Influenza - Avian","H5N8 HPAI",30.56125,76.99781,"Siddharth Poultry Farm","India","Asia","Siddharth Poultry Farm, India, Asia","2021-01-02","2021-01-15","2021-01-02","Domestic,Unspecified bird","OIE",,
286493,"Influenza - Avian","HPAI",30.65,76.85,"Panchkula","India","Asia","Panchkula, India, Asia",,"2021-01-20","2021-01-20","Wild,Unspecified bird","National authorities",,
286492,"Influenza - Avian","HPAI",30.59,76.84,"Dera Bassi","India","Asia","Dera Bassi, India, Asia",,"2021-01-20","2021-01-20","Domestic,Unspecified bird","National authorities",,
286455,"Influenza - Avian","H5N8 HPAI",30.56452,77.05438,"Nature Poultry Farm","India","Asia","Nature Poultry Farm, India, Asia","2021-01-02","2021-01-15","2021-01-02","Domestic,Unspecified bird","OIE",,
