Event ID,Disease,Serotype,lat,lon,Locality,Country,Region,Location,observation_date,report_date,Date,Species,Diagnosis Source,Humans Affected,Human Deaths
288337,Influenza - Avian,H5N8 HPAI,54.57,-1.07,Nr Yearby,U.K. of Great Britain and Northern Ireland,Europe,"Nr Yearby, U.K. of Great Britain and Northern Ireland, Europe",2021-02-03,2021-02-10,2021-02-03,"Domestic,Unspecified bird",OIE,0,0
288310,Influenza - Avian,H5N8 HPAI,50.16,-5.08,Nr Falmouth,U.K. of Great Britain and Northern Ireland,Europe,"Nr Falmouth, U.K. of Great Britain and Northern Ireland, Europe",2021-01-18,2021-02-05,2021-01-18,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288309,Influenza - Avian,H5N8 HPAI,56.01,-2.75,Nr North Berwick,U.K. of Great Britain and Northern Ireland,Europe,"Nr North Berwick, U.K. of Great Britain and Northern Ireland, Europe",2021-01-18,2021-02-05,2021-01-18,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288308,Influenza - Avian,H5N8 HPAI,52.86,-0.7,Nr Grantham,U.K. of Great Britain and Northern Ireland,Europe,"Nr Grantham, U.K. of Great Britain and Northern Ireland, Europe",2021-01-11,2021-02-05,2021-01-11,"Wild,Accipitridae (unidentified):Accipitridae (incognita)(Accipitridae)",OIE,0,0
288307,Influenza - Avian,H5N8 HPAI,53.93,-1.17,Nr York,U.K. of Great Britain and Northern Ireland,Europe,"Nr York, U.K. of Great Britain and Northern Ireland, Europe",2021-01-08,2021-02-05,2021-01-08,"Wild,Eurasian buzzard (common buzzard):Buteo buteo(Accipitridae)",OIE,0,0
288306,Influenza - Avian,H5N8 HPAI,57.43,-2.09,Nr Ellon,U.K. of Great Britain and Northern Ireland,Europe,"Nr Ellon, U.K. of Great Britain and Northern Ireland, Europe",2020-12-24,2021-02-05,2020-12-24,"Wild,Charadriidae (unidentified):Charadriidae (incognita)(Charadriidae)",OIE,0,0
288305,Influenza - Avian,H5N8 HPAI,50.16,-5.08,Nr Falmouth,U.K. of Great Britain and Northern Ireland,Europe,"Nr Falmouth, U.K. of Great Britain and Northern Ireland, Europe",2020-12-20,2021-02-05,2020-12-20,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288304,Influenza - Avian,H5N8 HPAI,54.98,-1.47,Nr Jarrow,U.K. of Great Britain and Northern Ireland,Europe,"Nr Jarrow, U.K. of Great Britain and Northern Ireland, Europe",2020-12-20,2021-02-05,2020-12-20,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288303,Influenza - Avian,H5N8 HPAI,52.45,0.36,Nr Littleport,U.K. of Great Britain and Northern Ireland,Europe,"Nr Littleport, U.K. of Great Britain and Northern Ireland, Europe",2020-12-10,2021-02-05,2020-12-10,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
288302,Influenza - Avian,H5N8 HPAI,52.22,-0.26,Nr Wyboston,U.K. of Great Britain and Northern Ireland,Europe,"Nr Wyboston, U.K. of Great Britain and Northern Ireland, Europe",2020-12-09,2021-02-05,2020-12-09,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288301,Influenza - Avian,H5N8 HPAI,51.75,0.59,Nr Maldon,U.K. of Great Britain and Northern Ireland,Europe,"Nr Maldon, U.K. of Great Britain and Northern Ireland, Europe",2020-12-09,2021-02-05,2020-12-09,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
288300,Influenza - Avian,H5N8 HPAI,52.52,0.06,Nr March,U.K. of Great Britain and Northern Ireland,Europe,"Nr March, U.K. of Great Britain and Northern Ireland, Europe",2020-12-08,2021-02-05,2020-12-08,"Wild,Eurasian buzzard (common buzzard):Buteo buteo(Accipitridae)",OIE,0,0
288299,Influenza - Avian,H5N8 HPAI,52.39,0.09,Sutton,U.K. of Great Britain and Northern Ireland,Europe,"Sutton, U.K. of Great Britain and Northern Ireland, Europe",2020-12-07,2021-02-05,2020-12-07,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288298,Influenza - Avian,H5N8 HPAI,52.06,-2.21,Nr Upton upon Severn,U.K. of Great Britain and Northern Ireland,Europe,"Nr Upton upon Severn, U.K. of Great Britain and Northern Ireland, Europe",2020-12-06,2021-02-05,2020-12-06,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288297,Influenza - Avian,H5N8 HPAI,52.17,-2.22,Nr Worcester,U.K. of Great Britain and Northern Ireland,Europe,"Nr Worcester, U.K. of Great Britain and Northern Ireland, Europe",2020-12-06,2021-02-05,2020-12-06,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288296,Influenza - Avian,H5N8 HPAI,52.23,-0.27,Nr Wyboston,U.K. of Great Britain and Northern Ireland,Europe,"Nr Wyboston, U.K. of Great Britain and Northern Ireland, Europe",2020-12-06,2021-02-05,2020-12-06,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288295,Influenza - Avian,H5N8 HPAI,53.21,-0.34,Nr Louth,U.K. of Great Britain and Northern Ireland,Europe,"Nr Louth, U.K. of Great Britain and Northern Ireland, Europe",2020-12-03,2021-02-05,2020-12-03,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
288294,Influenza - Avian,H5N8 HPAI,53.68,-2.63,Nr Chorley,U.K. of Great Britain and Northern Ireland,Europe,"Nr Chorley, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2021-02-05,2020-12-01,"Wild,Goose",OIE,0,0
288293,Influenza - Avian,H5N8 HPAI,56.31,-2.84,Nr St Andrews,U.K. of Great Britain and Northern Ireland,Europe,"Nr St Andrews, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2021-02-05,2020-12-01,"Wild,Swan",OIE,0,0
288292,Influenza - Avian,H5N8 HPAI,53.83,-3.02,Nr Blackpool,U.K. of Great Britain and Northern Ireland,Europe,"Nr Blackpool, U.K. of Great Britain and Northern Ireland, Europe",2020-11-26,2021-02-05,2020-11-26,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288291,Influenza - Avian,H5N8 HPAI,53.4,0.22,Nr Louth,U.K. of Great Britain and Northern Ireland,Europe,"Nr Louth, U.K. of Great Britain and Northern Ireland, Europe",2020-11-23,2021-02-05,2020-11-23,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288290,Influenza - Avian,H5N8 HPAI,52.36,-0.03,Nr St Ives,U.K. of Great Britain and Northern Ireland,Europe,"Nr St Ives, U.K. of Great Britain and Northern Ireland, Europe",2020-11-19,2021-02-05,2020-11-19,"Wild,Eurasian buzzard (common buzzard):Buteo buteo(Accipitridae)",OIE,0,0
288289,Influenza - Avian,H5N8 HPAI,52.35,0.03,Nr St Ives,U.K. of Great Britain and Northern Ireland,Europe,"Nr St Ives, U.K. of Great Britain and Northern Ireland, Europe",2020-11-19,2021-02-05,2020-11-19,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288288,Influenza - Avian,H5N8 HPAI,52.23,0.17,Nr Cambridge,U.K. of Great Britain and Northern Ireland,Europe,"Nr Cambridge, U.K. of Great Britain and Northern Ireland, Europe",2020-11-19,2021-02-05,2020-11-19,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288287,Influenza - Avian,H5N8 HPAI,50.54,-3.6,Nr Newton Abbot,U.K. of Great Britain and Northern Ireland,Europe,"Nr Newton Abbot, U.K. of Great Britain and Northern Ireland, Europe",2020-11-17,2021-02-05,2020-11-17,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
288286,Influenza - Avian,H5N8 HPAI,53.81,-3.02,Nr Blackpool,U.K. of Great Britain and Northern Ireland,Europe,"Nr Blackpool, U.K. of Great Britain and Northern Ireland, Europe",2020-11-17,2021-02-05,2020-11-17,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
287625,Influenza - Avian,H5N1 HPAI,50.41,-4.09,Nr Plymouth,U.K. of Great Britain and Northern Ireland,Europe,"Nr Plymouth, U.K. of Great Britain and Northern Ireland, Europe",2021-01-13,2021-01-29,2021-01-13,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
287598,Influenza - Avian,H5N3 HPAI,54.57,-5.55,Nr Ards,U.K. of Great Britain and Northern Ireland,Europe,"Nr Ards, U.K. of Great Britain and Northern Ireland, Europe",2021-01-14,2021-01-28,2021-01-14,"Wild,Peregrin falcon:Falco peregrinus(Falconidae)",OIE,0,0
287595,Influenza - Avian,H5N8 HPAI,53.38,-4.3,Nr Anglesey,U.K. of Great Britain and Northern Ireland,Europe,"Nr Anglesey, U.K. of Great Britain and Northern Ireland, Europe",2021-01-24,2021-01-29,2021-01-24,"Domestic,Unspecified bird / Wild,Common pheasant (Phasianus colchicus)",OIE,0,0
287156,Influenza - Avian,H5N8 HPAI,53.91,-2.97,Nr Shrewsbury,U.K. of Great Britain and Northern Ireland,Europe,"Nr Shrewsbury, U.K. of Great Britain and Northern Ireland, Europe",2020-12-18,2021-01-22,2020-12-18,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
287155,Influenza - Avian,H5N8 HPAI,56.73,-2.49,Nr Montrose,U.K. of Great Britain and Northern Ireland,Europe,"Nr Montrose, U.K. of Great Britain and Northern Ireland, Europe",2020-12-16,2021-01-22,2020-12-16,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
287154,Influenza - Avian,H5N8 HPAI,57.35,-7.36,Nr Loch Bee,U.K. of Great Britain and Northern Ireland,Europe,"Nr Loch Bee, U.K. of Great Britain and Northern Ireland, Europe",2020-12-15,2021-01-22,2020-12-15,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
286749,Influenza - Avian,H5N1 HPAI,53.91,-2.97,Nr Blackpool,U.K. of Great Britain and Northern Ireland,Europe,"Nr Blackpool, U.K. of Great Britain and Northern Ireland, Europe",2020-12-20,2021-01-15,2020-12-20,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
286435,Influenza - Avian,H5N8 HPAI,52.19,-1.7,Nr Stratford-On-Avon,U.K. of Great Britain and Northern Ireland,Europe,"Nr Stratford-On-Avon, U.K. of Great Britain and Northern Ireland, Europe",2021-01-02,2021-01-15,2021-01-02,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
286434,Influenza - Avian,H5N8 HPAI,51.73,-1.76,Nr Moreton on the Marsh,U.K. of Great Britain and Northern Ireland,Europe,"Nr Moreton on the Marsh, U.K. of Great Britain and Northern Ireland, Europe",2020-11-18,2021-01-15,2020-11-18,"Wild,Swan",OIE,0,0
286431,Influenza - Avian,H5N8 HPAI,54.49,-6.15,Nr Lisburn,U.K. of Great Britain and Northern Ireland,Europe,"Nr Lisburn, U.K. of Great Britain and Northern Ireland, Europe",2020-12-27,2021-01-15,2020-12-27,"Domestic,Unspecified bird",OIE,0,0
286245,Influenza - Avian,H5N8 HPAI,54.97,-6.29,Nr Clough,U.K. of Great Britain and Northern Ireland,Europe,"Nr Clough, U.K. of Great Britain and Northern Ireland, Europe",2020-12-27,2021-01-08,2020-12-27,"Domestic,Unspecified bird",OIE,0,0
286103,Influenza - Avian,H5N5 HPAI,51.583333,-3,Nr Wentlodge,U.K. of Great Britain and Northern Ireland,Europe,"Nr Wentlodge, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2021-01-08,2020-12-01,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
286084,Influenza - Avian,H5N8 HPAI,54.83,-1.59,Nr Chester Le Street,U.K. of Great Britain and Northern Ireland,Europe,"Nr Chester Le Street, U.K. of Great Britain and Northern Ireland, Europe",2020-12-28,2021-01-08,2020-12-28,"Wild,Goose",OIE,0,0
286083,Influenza - Avian,H5N8 HPAI,51.58,-0.98,Nr Colchester,U.K. of Great Britain and Northern Ireland,Europe,"Nr Colchester, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2021-01-08,2020-12-01,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
286082,Influenza - Avian,H5N8 HPAI,52.48,0.15,Nr Peterborough,U.K. of Great Britain and Northern Ireland,Europe,"Nr Peterborough, U.K. of Great Britain and Northern Ireland, Europe",2020-11-28,2021-01-08,2020-11-28,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285785,Influenza - Avian,H5N1 HPAI,52.208056,0.1225,Winblington,U.K. of Great Britain and Northern Ireland,Europe,"Winblington, U.K. of Great Britain and Northern Ireland, Europe",2020-12-16,2020-12-31,2020-12-16,"Wild,Eurasian buzzard (common buzzard):Buteo buteo(Accipitridae)",OIE,0,0
285784,Influenza - Avian,H5N1 HPAI,50.7218,-3.533617,Plymouth,U.K. of Great Britain and Northern Ireland,Europe,"Plymouth, U.K. of Great Britain and Northern Ireland, Europe",2020-12-06,2020-12-31,2020-12-06,"Wild,Goose",OIE,0,0
285745,Influenza - Avian,H5N8 HPAI,56.12,-3.74,Alloa,U.K. of Great Britain and Northern Ireland,Europe,"Alloa, U.K. of Great Britain and Northern Ireland, Europe",2020-12-21,2020-12-31,2020-12-21,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285744,Influenza - Avian,H5N8 HPAI,52.19,-1.7,Stratford-on-Avon,U.K. of Great Britain and Northern Ireland,Europe,"Stratford-on-Avon, U.K. of Great Britain and Northern Ireland, Europe",2020-12-21,2020-12-31,2020-12-21,"Wild,Goose",OIE,0,0
285743,Influenza - Avian,H5N8 HPAI,52.13,-0.43,Bedford,U.K. of Great Britain and Northern Ireland,Europe,"Bedford, U.K. of Great Britain and Northern Ireland, Europe",2020-12-18,2020-12-31,2020-12-18,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285742,Influenza - Avian,H5N8 HPAI,54.53,-2.41,Appleby,U.K. of Great Britain and Northern Ireland,Europe,"Appleby, U.K. of Great Britain and Northern Ireland, Europe",2020-12-17,2020-12-31,2020-12-17,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285741,Influenza - Avian,H5N8 HPAI,56.14,-3.79,Alloa,U.K. of Great Britain and Northern Ireland,Europe,"Alloa, U.K. of Great Britain and Northern Ireland, Europe",2020-12-15,2020-12-31,2020-12-15,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285740,Influenza - Avian,H5N8 HPAI,56.12,-3.84,Alloa,U.K. of Great Britain and Northern Ireland,Europe,"Alloa, U.K. of Great Britain and Northern Ireland, Europe",2020-12-11,2020-12-31,2020-12-11,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285739,Influenza - Avian,H5N8 HPAI,50.71,-2.37,Dorchester,U.K. of Great Britain and Northern Ireland,Europe,"Dorchester, U.K. of Great Britain and Northern Ireland, Europe",2020-11-17,2020-12-31,2020-11-17,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285722,Influenza - Avian,H5N8 HPAI,52.52,0.95,Great Ellingham,U.K. of Great Britain and Northern Ireland,Europe,"Great Ellingham, U.K. of Great Britain and Northern Ireland, Europe",2020-12-24,2020-12-31,2020-12-24,"Domestic,Unspecified bird",OIE,0,0
285721,Influenza - Avian,H5N8 HPAI,50.7,-3.6,Aylesbeare,U.K. of Great Britain and Northern Ireland,Europe,"Aylesbeare, U.K. of Great Britain and Northern Ireland, Europe",2020-12-24,2020-12-31,2020-12-24,"Domestic,Unspecified bird",OIE,0,0
285385,Influenza - Avian,H5N8 HPAI,58.981,-2.96,Isle of Sanday,U.K. of Great Britain and Northern Ireland,Europe,"Isle of Sanday, U.K. of Great Britain and Northern Ireland, Europe",2020-12-09,2020-12-22,2020-12-09,"Domestic,Unspecified bird",OIE,0,0
285368,Influenza - Avian,H5N8 HPAI,50.71,-2.29,Dorchester,U.K. of Great Britain and Northern Ireland,Europe,"Dorchester, U.K. of Great Britain and Northern Ireland, Europe",2020-12-15,2020-12-23,2020-12-15,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285367,Influenza - Avian,H5N8 HPAI,52.17,-1.79,Stratford-on-Avon,U.K. of Great Britain and Northern Ireland,Europe,"Stratford-on-Avon, U.K. of Great Britain and Northern Ireland, Europe",2020-12-14,2020-12-23,2020-12-14,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285366,Influenza - Avian,H5N8 HPAI,53.62,-2.86,Nr Lancashire,U.K. of Great Britain and Northern Ireland,Europe,"Nr Lancashire, U.K. of Great Britain and Northern Ireland, Europe",2020-12-13,2020-12-23,2020-12-13,"Wild,Goose / Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285365,Influenza - Avian,H5N8 HPAI,52.63,0.29,Kings Lynn,U.K. of Great Britain and Northern Ireland,Europe,"Kings Lynn, U.K. of Great Britain and Northern Ireland, Europe",2020-12-12,2020-12-23,2020-12-12,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285364,Influenza - Avian,H5N8 HPAI,52.5,-0.02,Peterborough,U.K. of Great Britain and Northern Ireland,Europe,"Peterborough, U.K. of Great Britain and Northern Ireland, Europe",2020-12-10,2020-12-23,2020-12-10,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285363,Influenza - Avian,H5N8 HPAI,52.31,-0.17,Godmanchester,U.K. of Great Britain and Northern Ireland,Europe,"Godmanchester, U.K. of Great Britain and Northern Ireland, Europe",2020-12-08,2020-12-23,2020-12-08,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285362,Influenza - Avian,H5N8 HPAI,54.87,-1.47,Sunderland,U.K. of Great Britain and Northern Ireland,Europe,"Sunderland, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2020-12-23,2020-12-01,"Wild,Goose / Wild,Mute Swan:Cygnus olor(Anatidae) / Wild,Swan",OIE,0,0
285361,Influenza - Avian,H5N8 HPAI,51.77,-2.36,Nr Stroud,U.K. of Great Britain and Northern Ireland,Europe,"Nr Stroud, U.K. of Great Britain and Northern Ireland, Europe",2020-11-21,2020-12-23,2020-11-21,"Wild,Goose / Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285352,Influenza - Avian,H5N8 HPAI,51.06,-2.27,Gillingham,U.K. of Great Britain and Northern Ireland,Europe,"Gillingham, U.K. of Great Britain and Northern Ireland, Europe",2020-12-16,2020-12-22,2020-12-16,"Domestic,Unspecified bird",OIE,0,0
285351,Influenza - Avian,H5N8 HPAI,52.52,0.96,Norfolk,U.K. of Great Britain and Northern Ireland,Europe,"Norfolk, U.K. of Great Britain and Northern Ireland, Europe",2020-12-11,2020-12-22,2020-12-11,"Domestic,Unspecified bird",OIE,0,0
285347,Influenza - Avian,H5N8 HPAI,52.93,-1.57,Derby,U.K. of Great Britain and Northern Ireland,Europe,"Derby, U.K. of Great Britain and Northern Ireland, Europe",2020-12-13,2020-12-18,2020-12-13,"Domestic,Unspecified bird / Wild,Hawk",OIE,0,0
285254,Influenza - Avian,H5N8 HPAI,50.711389,-2.437778,POOLE,U.K. of Great Britain and Northern Ireland,Europe,"POOLE, U.K. of Great Britain and Northern Ireland, Europe",2020-11-26,2020-12-18,2020-11-26,"Wild,Goose",OIE,0,0
285252,Influenza - Avian,H5N8 HPAI,57.4717,-4.25,Highlands,U.K. of Great Britain and Northern Ireland,Europe,"Highlands, U.K. of Great Britain and Northern Ireland, Europe",2020-12-03,2020-12-18,2020-12-03,"Wild,Goose",OIE,0,0
285192,Influenza - Avian,H5N8 HPAI,51.77,-2.36,Nr Stroud,U.K. of Great Britain and Northern Ireland,Europe,"Nr Stroud, U.K. of Great Britain and Northern Ireland, Europe",2020-12-16,2020-12-18,2020-12-16,"Wild,Swan",OIE,0,0
285191,Influenza - Avian,H5N8 HPAI,51.74,-2.4,Nr Stroud,U.K. of Great Britain and Northern Ireland,Europe,"Nr Stroud, U.K. of Great Britain and Northern Ireland, Europe",2020-12-15,2020-12-18,2020-12-15,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285190,Influenza - Avian,H5N8 HPAI,50.72,-2.45,Dorchester,U.K. of Great Britain and Northern Ireland,Europe,"Dorchester, U.K. of Great Britain and Northern Ireland, Europe",2020-12-11,2020-12-18,2020-12-11,"Wild,Goose",OIE,0,0
285189,Influenza - Avian,H5N8 HPAI,53.38,-2.18,Cheadle,U.K. of Great Britain and Northern Ireland,Europe,"Cheadle, U.K. of Great Britain and Northern Ireland, Europe",2020-12-10,2020-12-18,2020-12-10,"Wild,Goose",OIE,0,0
285188,Influenza - Avian,H5N8 HPAI,52.29,-2.12,Droitwich Spa,U.K. of Great Britain and Northern Ireland,Europe,"Droitwich Spa, U.K. of Great Britain and Northern Ireland, Europe",2020-12-10,2020-12-18,2020-12-10,"Wild,Mallard:Anas platyrhynchos(Anatidae) / Wild,Goose / Wild,Mute Swan:Cygnus olor(Anatidae) / Wild,Swan",OIE,0,0
285187,Influenza - Avian,H5N8 HPAI,50.65,-2.6,Nr Weymouth,U.K. of Great Britain and Northern Ireland,Europe,"Nr Weymouth, U.K. of Great Britain and Northern Ireland, Europe",2020-12-08,2020-12-18,2020-12-08,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285186,Influenza - Avian,H5N8 HPAI,52.49,0.09,Peterborough,U.K. of Great Britain and Northern Ireland,Europe,"Peterborough, U.K. of Great Britain and Northern Ireland, Europe",2020-12-08,2020-12-18,2020-12-08,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285185,Influenza - Avian,H5N8 HPAI,52.47,-0.01,Peterborough,U.K. of Great Britain and Northern Ireland,Europe,"Peterborough, U.K. of Great Britain and Northern Ireland, Europe",2020-12-08,2020-12-18,2020-12-08,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285184,Influenza - Avian,H5N8 HPAI,52.53,0.37,Kings Lynn,U.K. of Great Britain and Northern Ireland,Europe,"Kings Lynn, U.K. of Great Britain and Northern Ireland, Europe",2020-12-08,2020-12-18,2020-12-08,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285183,Influenza - Avian,H5N8 HPAI,52.52,0.27,Kings Lynn,U.K. of Great Britain and Northern Ireland,Europe,"Kings Lynn, U.K. of Great Britain and Northern Ireland, Europe",2020-12-07,2020-12-18,2020-12-07,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285182,Influenza - Avian,H5N8 HPAI,52.43,0.1,Peterborough,U.K. of Great Britain and Northern Ireland,Europe,"Peterborough, U.K. of Great Britain and Northern Ireland, Europe",2020-12-06,2020-12-18,2020-12-06,"Wild,Mute Swan:Cygnus olor(Anatidae) / Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285181,Influenza - Avian,H5N8 HPAI,50.7,-1.13,Ryde,U.K. of Great Britain and Northern Ireland,Europe,"Ryde, U.K. of Great Britain and Northern Ireland, Europe",2020-12-06,2020-12-18,2020-12-06,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285180,Influenza - Avian,H5N8 HPAI,57.61,-1.9,Fraserburgh,U.K. of Great Britain and Northern Ireland,Europe,"Fraserburgh, U.K. of Great Britain and Northern Ireland, Europe",2020-12-03,2020-12-18,2020-12-03,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285179,Influenza - Avian,H5N8 HPAI,53.21,-0.34,Louth,U.K. of Great Britain and Northern Ireland,Europe,"Louth, U.K. of Great Britain and Northern Ireland, Europe",2020-12-03,2020-12-18,2020-12-03,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285178,Influenza - Avian,H5N8 HPAI,50.85,-1.17,Fareham,U.K. of Great Britain and Northern Ireland,Europe,"Fareham, U.K. of Great Britain and Northern Ireland, Europe",2020-12-02,2020-12-18,2020-12-02,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285177,Influenza - Avian,H5N8 HPAI,50.65,-2.6,Nr Weymouth,U.K. of Great Britain and Northern Ireland,Europe,"Nr Weymouth, U.K. of Great Britain and Northern Ireland, Europe",2020-12-02,2020-12-18,2020-12-02,"Wild,Mute Swan:Cygnus olor(Anatidae) / Wild,Swan",OIE,0,0
285176,Influenza - Avian,H5N8 HPAI,55.38,-1.62,Alnwick,U.K. of Great Britain and Northern Ireland,Europe,"Alnwick, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2020-12-18,2020-12-01,"Wild,Goose",OIE,0,0
285175,Influenza - Avian,H5N8 HPAI,54.85,-1.56,Chester Le street,U.K. of Great Britain and Northern Ireland,Europe,"Chester Le street, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2020-12-18,2020-12-01,"Wild,Swan",OIE,0,0
285174,Influenza - Avian,H5N8 HPAI,52.14,-0.36,BEDFORD,U.K. of Great Britain and Northern Ireland,Europe,"BEDFORD, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2020-12-18,2020-12-01,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285173,Influenza - Avian,H5N8 HPAI,52.75,-0.94,MELTON MOWBRAY,U.K. of Great Britain and Northern Ireland,Europe,"MELTON MOWBRAY, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2020-12-18,2020-12-01,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285172,Influenza - Avian,H5N8 HPAI,52.47,-0.01,Peterborough,U.K. of Great Britain and Northern Ireland,Europe,"Peterborough, U.K. of Great Britain and Northern Ireland, Europe",2020-12-01,2020-12-18,2020-12-01,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
285171,Influenza - Avian,H5N8 HPAI,52.52,0.27,Peterborough,U.K. of Great Britain and Northern Ireland,Europe,"Peterborough, U.K. of Great Britain and Northern Ireland, Europe",2020-11-30,2020-12-18,2020-11-30,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285170,Influenza - Avian,H5N8 HPAI,56.25,-3.02,CUPAR,U.K. of Great Britain and Northern Ireland,Europe,"CUPAR, U.K. of Great Britain and Northern Ireland, Europe",2020-11-29,2020-12-18,2020-11-29,"Wild,Swan",OIE,0,0
285169,Influenza - Avian,H5N8 HPAI,54.95,-6.53,Kilrea,U.K. of Great Britain and Northern Ireland,Europe,"Kilrea, U.K. of Great Britain and Northern Ireland, Europe",2020-11-18,2020-12-18,2020-11-18,"Wild,Whooper Swan:Cygnus cygnus(Anatidae)",OIE,0,0
285168,Influenza - Avian,H5N8 HPAI,54.19,-3.09,ULVERSTON,U.K. of Great Britain and Northern Ireland,Europe,"ULVERSTON, U.K. of Great Britain and Northern Ireland, Europe",2020-11-18,2020-12-18,2020-11-18,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
284880,Influenza - Avian,H5N1 HPAI,54.37,-2.16,Nr Hawes,U.K. of Great Britain and Northern Ireland,Europe,"Nr Hawes, U.K. of Great Britain and Northern Ireland, Europe",2020-12-13,2020-12-18,2020-12-13,"Domestic,Unspecified bird",OIE,0,0
284823,Influenza - Avian,H5N1 HPAI,51.94,1.07,Colchester,U.K. of Great Britain and Northern Ireland,Europe,"Colchester, U.K. of Great Britain and Northern Ireland, Europe",2020-12-03,2020-12-11,2020-12-03,"Wild,Mute Swan:Cygnus olor(Anatidae)",OIE,0,0
284428,Influenza - Avian,H5N8 HPAI,51.856,-4.316,Llanelli,U.K. of Great Britain and Northern Ireland,Europe,"Llanelli, U.K. of Great Britain and Northern Ireland, Europe",2020-11-25,2020-12-11,2020-11-25,"Wild,Little grebe",OIE,0,0
