Event ID,Disease,Serotype,lat,lon,Locality,Country,Region,Location,observation_date,report_date,Date,Species,Diagnosis Source,Humans Affected,Human Deaths
224102,Influenza - Avian,H5N8 HPAI,43.6144,-1.033333,GAAS,France,Europe,"GAAS, France, Europe",2017-02-07,2017-02-17,2017-02-07,"Domestic,Duck",OIE,0,0
224101,Influenza - Avian,H5N8 HPAI,43.7803,-1.215833,MAGESCQ,France,Europe,"MAGESCQ, France, Europe",2017-02-07,2017-02-17,2017-02-07,"Domestic,Duck",OIE,0,0
224100,Influenza - Avian,H5N8 HPAI,43.6881,-0.820833,GIBRET,France,Europe,"GIBRET, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
224099,Influenza - Avian,H5N8 HPAI,43.68722,-0.790278,BAIGTS,France,Europe,"BAIGTS, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
224098,Influenza - Avian,H5N8 HPAI,43.3161,0.4017,SADOURNIN,France,Europe,"SADOURNIN, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
224097,Influenza - Avian,H5N8 HPAI,43.7569,-0.685,TOULOUZETTE,France,Europe,"TOULOUZETTE, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
224096,Influenza - Avian,H5N8 HPAI,43.697778,-0.679444,MAYLIS,France,Europe,"MAYLIS, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
224095,Influenza - Avian,H5N8 HPAI,43.6881,-0.820833,GIBRET,France,Europe,"GIBRET, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
224094,Influenza - Avian,H5N8 HPAI,43.7569,-0.685,TOULOUZETTE,France,Europe,"TOULOUZETTE, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
223995,Influenza - Avian,H5N1 LPAI,43.596389,1.815556,MAURENS SCOPONT,France,Europe,"MAURENS SCOPONT, France, Europe",2017-02-11,2017-02-17,2017-02-11,"Domestic,Duck",OIE,0,0
223994,Influenza - Avian,H5N1 LPAI,43.550278,0.038611,TIESTE URAGNOUX,France,Europe,"TIESTE URAGNOUX, France, Europe",2017-02-07,2017-02-17,2017-02-07,"Domestic,Duck",OIE,0,0
223993,Influenza - Avian,H5N1 LPAI,43.625833,1.751944,BANNIERES,France,Europe,"BANNIERES, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
223992,Influenza - Avian,H5N1 LPAI,43.586667,0.090556,BEAUMARCHES,France,Europe,"BEAUMARCHES, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Domestic,Duck",OIE,0,0
223980,Influenza - Avian,H5N8 HPAI,43.4575,0.436111,BELLOC-SAINT-CLAMENS,France,Europe,"BELLOC-SAINT-CLAMENS, France, Europe",2017-02-08,2017-02-17,2017-02-08,"Wild,Buzzard",OIE,0,0
223979,Influenza - Avian,H5N8 HPAI,43.2367,-0.280833,BORDES,France,Europe,"BORDES, France, Europe",2017-02-07,2017-02-17,2017-02-07,"Wild,Unspecified bird",OIE,0,0
223978,Influenza - Avian,H5N8 HPAI,48.173333,6.363889,SANCHEY,France,Europe,"SANCHEY, France, Europe",2017-02-06,2017-02-17,2017-02-06,"Wild,Swan",OIE,0,0
223910,Influenza - Avian,H5N2 LPAI,43.4947,-0.658333,Mesplède,France,Europe,"Mesplède, France, Europe",2017-01-24,2017-02-10,2017-01-24,"Domestic,Duck",OIE,0,0
223909,Influenza - Avian,H5N2 LPAI,43.5522,-0.671667,Sault de Navailles,France,Europe,"Sault de Navailles, France, Europe",2017-01-24,2017-02-10,2017-01-24,"Domestic,Duck",OIE,0,0
223908,Influenza - Avian,H5N2 LPAI,43.568889,-0.702222,Bonnegarde,France,Europe,"Bonnegarde, France, Europe",2017-01-22,2017-02-10,2017-01-22,"Domestic,Duck",OIE,0,0
223536,Influenza - Avian,H5N8 HPAI,43.595833,-0.325833,Miramont-Sensacq,France,Europe,"Miramont-Sensacq, France, Europe",2017-02-02,2017-02-10,2017-02-02,"Wild,Buzzard",OIE,0,0
223535,Influenza - Avian,H5N8 HPAI,45.9872,5.3756,Dover,France,Europe,"Dover, France, Europe",2017-02-01,2017-02-10,2017-02-01,"Wild,Grey heron",OIE,0,0
223534,Influenza - Avian,H5N8 HPAI,45.9533,5.0408,Birieux,France,Europe,"Birieux, France, Europe",2017-02-01,2017-02-10,2017-02-01,"Wild,Greylag goose",OIE,0,0
223529,Influenza - Avian,H5N8 HPAI,43.6872,0.0039,FUSTEROUAU,France,Europe,"FUSTEROUAU, France, Europe",2017-02-06,2017-02-10,2017-02-06,"Domestic,Unspecified bird",OIE,0,0
223528,Influenza - Avian,H5N8 HPAI,43.741667,-0.655,MONTAUT,France,Europe,"MONTAUT, France, Europe",2017-02-06,2017-02-10,2017-02-06,"Domestic,Unspecified bird",OIE,0,0
223527,Influenza - Avian,H5N8 HPAI,43.4575,-0.074167,BASSILLON VAUZE,France,Europe,"BASSILLON VAUZE, France, Europe",2017-02-06,2017-02-10,2017-02-06,"Domestic,Unspecified bird",OIE,0,0
223526,Influenza - Avian,H5N8 HPAI,43.1422,0.4344,UGLAS,France,Europe,"UGLAS, France, Europe",2017-02-06,2017-02-10,2017-02-06,"Domestic,Unspecified bird",OIE,0,0
223525,Influenza - Avian,H5N8 HPAI,43.7336,-0.871944,Gamarde-les-Bains,France,Europe,"Gamarde-les-Bains, France, Europe",2017-02-04,2017-02-10,2017-02-04,"Domestic,Unspecified bird",OIE,0,0
223524,Influenza - Avian,H5N8 HPAI,43.7336,-0.871944,Gamarde-les-Bains,France,Europe,"Gamarde-les-Bains, France, Europe",2017-02-03,2017-02-10,2017-02-03,"Domestic,Duck",OIE,0,0
223523,Influenza - Avian,H5N8 HPAI,43.6861,-0.866111,POYARTIN,France,Europe,"POYARTIN, France, Europe",2017-02-03,2017-02-10,2017-02-03,"Domestic,Unspecified bird",OIE,0,0
223522,Influenza - Avian,H5N8 HPAI,43.7017,-0.926111,HINX,France,Europe,"HINX, France, Europe",2017-02-03,2017-02-10,2017-02-03,"Domestic,Duck",OIE,0,0
223521,Influenza - Avian,H5N8 HPAI,43.7075,-0.145278,LELIN LAPUJOLLE,France,Europe,"LELIN LAPUJOLLE, France, Europe",2017-02-03,2017-02-10,2017-02-03,"Domestic,Unspecified bird",OIE,0,0
223520,Influenza - Avian,H5N8 HPAI,43.7569,-0.685,TOULOUZETTE,France,Europe,"TOULOUZETTE, France, Europe",2017-02-03,2017-02-10,2017-02-03,"Domestic,Duck",OIE,0,0
223519,Influenza - Avian,H5N8 HPAI,43.6861,-0.866111,Poyartin,France,Europe,"Poyartin, France, Europe",2017-02-02,2017-02-10,2017-02-02,"Domestic,Unspecified bird",OIE,0,0
223518,Influenza - Avian,H5N8 HPAI,43.7017,-0.926111,Hinx,France,Europe,"Hinx, France, Europe",2017-02-02,2017-02-10,2017-02-02,"Domestic,Duck",OIE,0,0
223517,Influenza - Avian,H5N8 HPAI,43.7889,-0.925,PONTONX,France,Europe,"PONTONX, France, Europe",2017-02-02,2017-02-10,2017-02-02,"Domestic,Duck",OIE,0,0
223516,Influenza - Avian,H5N8 HPAI,43.730278,-0.898333,GOOS,France,Europe,"GOOS, France, Europe",2017-02-02,2017-02-10,2017-02-02,"Domestic,Unspecified bird",OIE,0,0
223515,Influenza - Avian,H5N8 HPAI,43.708333,-0.175833,ARBLADE THE BAST,France,Europe,"ARBLADE THE BAST, France, Europe",2017-02-02,2017-02-10,2017-02-02,"Domestic,Unspecified bird",OIE,0,0
223514,Influenza - Avian,H5N8 HPAI,43.697778,-0.679444,MAYLIS,France,Europe,"MAYLIS, France, Europe",2017-02-02,2017-02-10,2017-02-02,"Domestic,Unspecified bird",OIE,0,0
223513,Influenza - Avian,H5N8 HPAI,43.5878,-0.959167,Misson,France,Europe,"Misson, France, Europe",2017-02-01,2017-02-10,2017-02-01,"Domestic,Unspecified bird",OIE,0,0
223512,Influenza - Avian,H5N8 HPAI,43.4775,-0.347778,THEZE,France,Europe,"THEZE, France, Europe",2017-02-01,2017-02-10,2017-02-01,"Domestic,Duck",OIE,0,0
223511,Influenza - Avian,H5N8 HPAI,43.7278,-0.091667,Saint-Griède,France,Europe,"Saint-Griède, France, Europe",2017-02-01,2017-02-10,2017-02-01,"Domestic,Duck",OIE,0,0
223510,Influenza - Avian,H5N8 HPAI,43.7278,-0.091667,Saint-Griède,France,Europe,"Saint-Griède, France, Europe",2017-02-01,2017-02-10,2017-02-01,"Domestic,Duck",OIE,0,0
223509,Influenza - Avian,H5N8 HPAI,43.4692,-0.298611,MIOSSENS LANUSSE,France,Europe,"MIOSSENS LANUSSE, France, Europe",2017-02-01,2017-02-10,2017-02-01,"Domestic,Duck",OIE,0,0
223508,Influenza - Avian,H5N8 HPAI,43.2864,0.3864,Puydarrieux,France,Europe,"Puydarrieux, France, Europe",2017-01-31,2017-02-10,2017-01-31,"Domestic,Unspecified bird",OIE,0,0
223507,Influenza - Avian,H5N8 HPAI,43.2864,0.3864,Puydarrieux,France,Europe,"Puydarrieux, France, Europe",2017-01-31,2017-02-10,2017-01-31,"Domestic,Duck",OIE,0,0
223506,Influenza - Avian,H5N8 HPAI,43.730278,-0.898333,GOOS,France,Europe,"GOOS, France, Europe",2017-01-30,2017-02-10,2017-01-30,"Domestic,Unspecified bird",OIE,0,0
223505,Influenza - Avian,H5N8 HPAI,43.3111,0.3392,Lalanne-Trie,France,Europe,"Lalanne-Trie, France, Europe",2017-01-29,2017-02-10,2017-01-29,"Domestic,Goose",OIE,0,0
223504,Influenza - Avian,H5N8 HPAI,43.708333,-0.175833,Arblade le Bas,France,Europe,"Arblade le Bas, France, Europe",2017-01-29,2017-02-10,2017-01-29,"Domestic,Unspecified bird",OIE,0,0
223503,Influenza - Avian,H5N8 HPAI,43.539167,0.500833,Labéjan,France,Europe,"Labéjan, France, Europe",2017-01-27,2017-02-10,2017-01-27,"Domestic,Unspecified bird",OIE,0,0
223502,Influenza - Avian,H5N8 HPAI,43.869444,-0.590833,SAINT PERDON,France,Europe,"SAINT PERDON, France, Europe",2017-01-26,2017-02-10,2017-01-26,"Domestic,Duck",OIE,0,0
223501,Influenza - Avian,H5N8 HPAI,43.5825,-0.231944,Moncla,France,Europe,"Moncla, France, Europe",2017-01-24,2017-02-10,2017-01-24,"Domestic,Duck",OIE,0,0
223500,Influenza - Avian,H5N8 HPAI,43.5117,-0.298611,Claracq,France,Europe,"Claracq, France, Europe",2017-01-24,2017-02-10,2017-01-24,"Domestic,Duck",OIE,0,0
223499,Influenza - Avian,H5N8 HPAI,43.5117,-0.298611,Claracq,France,Europe,"Claracq, France, Europe",2017-01-24,2017-02-10,2017-01-24,"Domestic,Unspecified bird",OIE,0,0
223498,Influenza - Avian,H5N8 HPAI,43.5025,-0.330556,Garlède-Mondebat,France,Europe,"Garlède-Mondebat, France, Europe",2017-01-22,2017-02-10,2017-01-22,"Domestic,Duck",OIE,0,0
223438,Influenza - Avian,H5N3 LPAI,43.3981,-0.106667,Momy,France,Europe,"Momy, France, Europe",2017-01-30,2017-02-03,2017-01-30,"Domestic,Duck",OIE,0,0
223366,Influenza - Avian,H5N1 LPAI,43.7375,-0.621944,BANOS,France,Europe,"BANOS, France, Europe",2017-01-19,2017-02-03,2017-01-19,"Domestic,Duck",OIE,0,0
223365,Influenza - Avian,H5N8 HPAI,43.7853,-0.0075,SAINT CHRISTIE D''''ARMAGNAC,France,Europe,"SAINT CHRISTIE D''''ARMAGNAC, France, Europe",2017-01-26,2017-02-03,2017-01-26,"Wild,Unspecified bird",OIE,0,0
223364,Influenza - Avian,H5N8 HPAI,43.599444,-0.138611,VIELLA,France,Europe,"VIELLA, France, Europe",2017-01-26,2017-02-03,2017-01-26,"Wild,Buzzard",OIE,0,0
223363,Influenza - Avian,H5N8 HPAI,43.776111,-0.179444,LE HOUGA,France,Europe,"LE HOUGA, France, Europe",2017-01-26,2017-02-03,2017-01-26,"Wild,Buzzard",OIE,0,0
223362,Influenza - Avian,H5N8 HPAI,43.4211,0.3642,SAINTE DODE,France,Europe,"SAINTE DODE, France, Europe",2017-01-26,2017-02-03,2017-01-26,"Wild,Buzzard",OIE,0,0
223361,Influenza - Avian,H5N8 HPAI,43.595833,-0.325833,MIRAMONT SENSACQ,France,Europe,"MIRAMONT SENSACQ, France, Europe",2017-01-24,2017-02-03,2017-01-24,"Wild,Cattle egret",OIE,0,0
223360,Influenza - Avian,H5N8 HPAI,43.730278,-0.898333,GOOS,France,Europe,"GOOS, France, Europe",2017-01-30,2017-02-03,2017-01-30,"Domestic,Duck",OIE,0,0
223359,Influenza - Avian,H5N8 HPAI,43.730278,-0.898333,GOOS,France,Europe,"GOOS, France, Europe",2017-01-30,2017-02-03,2017-01-30,"Domestic,Unspecified bird",OIE,0,0
223358,Influenza - Avian,H5N8 HPAI,43.4844,-0.279444,CARRERE,France,Europe,"CARRERE, France, Europe",2017-01-30,2017-02-03,2017-01-30,"Domestic,Duck",OIE,0,0
223357,Influenza - Avian,H5N8 HPAI,43.4425,-0.2611,SEVIGNACQ,France,Europe,"SEVIGNACQ, France, Europe",2017-01-30,2017-02-03,2017-01-30,"Domestic,Duck",OIE,0,0
223356,Influenza - Avian,H5N8 HPAI,43.7592,-0.907222,PRECHACQ LES BAINS,France,Europe,"PRECHACQ LES BAINS, France, Europe",2017-01-29,2017-02-03,2017-01-29,"Domestic,Duck",OIE,0,0
223355,Influenza - Avian,H5N8 HPAI,43.730278,0.217222,CASTILLON DEBATS,France,Europe,"CASTILLON DEBATS, France, Europe",2017-01-27,2017-02-03,2017-01-27,"Domestic,Duck",OIE,0,0
223354,Influenza - Avian,H5N8 HPAI,43.5867,-0.507778,MANT,France,Europe,"MANT, France, Europe",2017-01-27,2017-02-03,2017-01-27,"Domestic,Chicken",OIE,0,0
223353,Influenza - Avian,H5N8 HPAI,43.7186,-0.197222,VERGOIGNAN,France,Europe,"VERGOIGNAN, France, Europe",2017-01-27,2017-02-03,2017-01-27,"Domestic,Duck",OIE,0,0
223352,Influenza - Avian,H5N8 HPAI,43.5031,-0.066389,Monpezat,France,Europe,"Monpezat, France, Europe",2017-01-26,2017-02-03,2017-01-26,"Domestic,Chicken",OIE,0,0
223351,Influenza - Avian,H5N8 HPAI,43.430833,0.579722,MASSEUBE,France,Europe,"MASSEUBE, France, Europe",2017-01-25,2017-02-03,2017-01-25,"Domestic,Duck",OIE,0,0
223350,Influenza - Avian,H5N8 HPAI,43.2658,0.3794,SENTOUS,France,Europe,"SENTOUS, France, Europe",2017-01-25,2017-02-03,2017-01-25,"Domestic,Duck",OIE,0,0
223349,Influenza - Avian,H5N8 HPAI,43.315556,0.708056,PEGUILHAN,France,Europe,"PEGUILHAN, France, Europe",2017-01-25,2017-02-03,2017-01-25,"Domestic,Duck",OIE,0,0
223348,Influenza - Avian,H5N8 HPAI,43.461389,0.215833,TRONCENS,France,Europe,"TRONCENS, France, Europe",2017-01-25,2017-02-03,2017-01-25,"Domestic,Duck",OIE,0,0
223347,Influenza - Avian,H5N8 HPAI,43.7075,-0.145278,LELIN LAPUJOLLE,France,Europe,"LELIN LAPUJOLLE, France, Europe",2017-01-24,2017-02-03,2017-01-24,"Domestic,Duck",OIE,0,0
223346,Influenza - Avian,H5N8 HPAI,43.7075,-0.145278,LELIN LAPUJOLLE,France,Europe,"LELIN LAPUJOLLE, France, Europe",2017-01-24,2017-02-03,2017-01-24,"Domestic,Duck",OIE,0,0
223345,Influenza - Avian,H5N8 HPAI,43.6292,-0.286944,LATRILLE,France,Europe,"LATRILLE, France, Europe",2017-01-24,2017-02-03,2017-01-24,"Domestic,Chicken",OIE,0,0
223344,Influenza - Avian,H5N8 HPAI,43.5367,-0.411389,ARZACQ-ARRAZIGUET,France,Europe,"ARZACQ-ARRAZIGUET, France, Europe",2017-01-24,2017-02-03,2017-01-24,"Domestic,Duck",OIE,0,0
223343,Influenza - Avian,H5N8 HPAI,43.576944,-0.376667,PIMBO,France,Europe,"PIMBO, France, Europe",2017-01-24,2017-02-03,2017-01-24,"Domestic,Chicken",OIE,0,0
223342,Influenza - Avian,H5N8 HPAI,43.2864,0.3864,PUYDARRIEUX,France,Europe,"PUYDARRIEUX, France, Europe",2017-01-24,2017-02-03,2017-01-24,"Domestic,Duck",OIE,0,0
223341,Influenza - Avian,H5N8 HPAI,43.5467,-0.253889,Baliracq Maumusson,France,Europe,"Baliracq Maumusson, France, Europe",2017-01-23,2017-02-03,2017-01-23,"Domestic,Duck",OIE,0,0
223340,Influenza - Avian,H5N8 HPAI,43.3242,0.3397,LAPEYRE,France,Europe,"LAPEYRE, France, Europe",2017-01-23,2017-02-03,2017-01-23,"Domestic,Duck",OIE,0,0
223339,Influenza - Avian,H5N8 HPAI,43.830833,-0.500556,BENQUET,France,Europe,"BENQUET, France, Europe",2017-01-20,2017-02-03,2017-01-20,"Domestic,Unspecified bird",OIE,0,0
223338,Influenza - Avian,H5N8 HPAI,43.830833,-0.500556,BENQUET,France,Europe,"BENQUET, France, Europe",2017-01-19,2017-02-03,2017-01-19,"Domestic,Unspecified bird",OIE,0,0
223337,Influenza - Avian,H5N8 HPAI,43.599444,-0.138611,VIELLA,France,Europe,"VIELLA, France, Europe",2017-01-13,2017-02-03,2017-01-13,"Domestic,Unspecified bird",OIE,0,0
223048,Influenza - Avian,H5N2 LPAI,49.1,1.7833,ARTHIES,France,Europe,"ARTHIES, France, Europe",2017-01-18,2017-01-27,2017-01-18,"Domestic,Pheasant",OIE,0,0
223047,Influenza - Avian,H5N8 HPAI,43.43,0.4156,SAINT MICHEL,France,Europe,"SAINT MICHEL, France, Europe",2017-01-21,2017-01-27,2017-01-21,"Wild,Common kestrel",OIE,0,0
223046,Influenza - Avian,H5N8 HPAI,43.379722,0.406944,BARCUGNAN,France,Europe,"BARCUGNAN, France, Europe",2017-01-19,2017-01-27,2017-01-19,"Wild,Buzzard",OIE,0,0
223045,Influenza - Avian,H5N8 HPAI,47.395154,-1.106358,VAIR SUR LOIRE,France,Europe,"VAIR SUR LOIRE, France, Europe",2017-01-17,2017-01-27,2017-01-17,"Wild,Mute swan  (Cygnus olor)",OIE,0,0
223044,Influenza - Avian,H5N8 HPAI,43.4742,-1.021389,SAINT DOS,France,Europe,"SAINT DOS, France, Europe",2017-01-07,2017-01-27,2017-01-07,"Wild,Pigeon",OIE,0,0
223043,Influenza - Avian,H5N8 HPAI,43.2033,0.2264,BORDES,France,Europe,"BORDES, France, Europe",2017-01-24,2017-01-27,2017-01-24,"Domestic,Unspecified bird",OIE,0,0
223042,Influenza - Avian,H5N8 HPAI,43.3161,0.3028,LUBRET SAINT LUC,France,Europe,"LUBRET SAINT LUC, France, Europe",2017-01-24,2017-01-27,2017-01-24,"Domestic,Duck",OIE,0,0
223041,Influenza - Avian,H5N8 HPAI,43.345,0.6475,SAINT BLANCARD,France,Europe,"SAINT BLANCARD, France, Europe",2017-01-23,2017-01-27,2017-01-23,"Domestic,Duck",OIE,0,0
223040,Influenza - Avian,H5N8 HPAI,43.7075,-0.145278,LELIN LAPUJOLLE,France,Europe,"LELIN LAPUJOLLE, France, Europe",2017-01-23,2017-01-27,2017-01-23,"Domestic,Duck",OIE,0,0
223039,Influenza - Avian,H5N8 HPAI,43.3547,0.3181,BERNADETS DEBAT,France,Europe,"BERNADETS DEBAT, France, Europe",2017-01-20,2017-01-27,2017-01-20,"Domestic,Chicken",OIE,0,0
223038,Influenza - Avian,H5N8 HPAI,43.3222,0.3711,TRIE SUR BAISE,France,Europe,"TRIE SUR BAISE, France, Europe",2017-01-19,2017-01-27,2017-01-19,"Domestic,Duck",OIE,0,0
223037,Influenza - Avian,H5N8 HPAI,43.4328,0.785,TOURNAN,France,Europe,"TOURNAN, France, Europe",2017-01-19,2017-01-27,2017-01-19,"Domestic,Goose",OIE,0,0
223036,Influenza - Avian,H5N8 HPAI,43.830833,-0.500556,BENQUET,France,Europe,"BENQUET, France, Europe",2017-01-19,2017-01-27,2017-01-19,"Domestic,Duck",OIE,0,0
223035,Influenza - Avian,H5N8 HPAI,43.5622,-0.229167,CASTETPUGON,France,Europe,"CASTETPUGON, France, Europe",2017-01-19,2017-01-27,2017-01-19,"Domestic,Duck",OIE,0,0
223034,Influenza - Avian,H5N8 HPAI,43.3578,0.3383,SARRAGUZAN,France,Europe,"SARRAGUZAN, France, Europe",2017-01-18,2017-01-27,2017-01-18,"Domestic,Duck",OIE,0,0
223033,Influenza - Avian,H5N8 HPAI,43.6747,-0.355,BAHUS SOUBIRAN,France,Europe,"BAHUS SOUBIRAN, France, Europe",2017-01-17,2017-01-27,2017-01-17,"Domestic,Duck",OIE,0,0
223032,Influenza - Avian,H5N8 HPAI,43.6133,-0.434444,ARBOUCAVE,France,Europe,"ARBOUCAVE, France, Europe",2017-01-17,2017-01-27,2017-01-17,"Domestic,Chicken",OIE,0,0
223031,Influenza - Avian,H5N8 HPAI,43.595833,-0.325833,MIRAMONT SENSACQ,France,Europe,"MIRAMONT SENSACQ, France, Europe",2017-01-17,2017-01-27,2017-01-17,"Domestic,Chicken",OIE,0,0
223030,Influenza - Avian,H5N8 HPAI,43.5681,-0.545833,PEYRE,France,Europe,"PEYRE, France, Europe",2017-01-16,2017-01-27,2017-01-16,"Domestic,Duck",OIE,0,0
223029,Influenza - Avian,H5N8 HPAI,43.6572,-0.178889,CORNEILLAN,France,Europe,"CORNEILLAN, France, Europe",2017-01-16,2017-01-27,2017-01-16,"Domestic,Duck",OIE,0,0
223028,Influenza - Avian,H5N8 HPAI,43.576944,-0.376667,PIMBO,France,Europe,"PIMBO, France, Europe",2017-01-16,2017-01-27,2017-01-16,"Domestic,Duck",OIE,0,0
223027,Influenza - Avian,H5N8 HPAI,43.743056,-0.481667,MONTGAILLARD,France,Europe,"MONTGAILLARD, France, Europe",2017-01-15,2017-01-27,2017-01-15,"Domestic,Chicken",OIE,0,0
223026,Influenza - Avian,H5N8 HPAI,43.552778,-0.621667,BASSERCLES,France,Europe,"BASSERCLES, France, Europe",2017-01-12,2017-01-27,2017-01-12,"Domestic,Duck",OIE,0,0
223025,Influenza - Avian,H5N9 LPAI,43.8336,-0.177778,TOUJOUSE,France,Europe,"TOUJOUSE, France, Europe",2017-01-12,2017-01-27,2017-01-12,"Domestic,Duck",OIE,0,0
223024,Influenza - Avian,H5N1 LPAI,43.8256,-0.2725,HONTANX,France,Europe,"HONTANX, France, Europe",2017-01-16,2017-01-27,2017-01-16,"Domestic,Duck",OIE,0,0
223023,Influenza - Avian,H5N1 LPAI,43.5867,-0.507778,MANT,France,Europe,"MANT, France, Europe",2017-01-16,2017-01-27,2017-01-16,"Domestic,Duck",OIE,0,0
222844,Influenza - Avian,H5N8 HPAI,43.4297,0.4706,SAINT ELIX THEUX,France,Europe,"SAINT ELIX THEUX, France, Europe",2017-01-09,2017-01-20,2017-01-09,"Domestic,Unspecified bird",OIE,0,0
222843,Influenza - Avian,H5N8 HPAI,43.605,-0.405833,PUYOL-CAZALET,France,Europe,"PUYOL-CAZALET, France, Europe",2017-01-09,2017-01-20,2017-01-09,"Domestic,Duck",OIE,0,0
222842,Influenza - Avian,H5N8 HPAI,43.4703,0.3117,Laas,France,Europe,"Laas, France, Europe",2017-01-09,2017-01-20,2017-01-09,"Domestic,Unspecified bird",OIE,0,0
222841,Influenza - Avian,H5N8 HPAI,43.627222,0.358333,Saint-Arailles,France,Europe,"Saint-Arailles, France, Europe",2017-01-09,2017-01-20,2017-01-09,"Domestic,Unspecified bird",OIE,0,0
222792,Influenza - Avian,H5N8 HPAI,43.595833,-0.325833,Miramont-Sensacq,France,Europe,"Miramont-Sensacq, France, Europe",2017-01-11,2017-01-16,2017-01-11,"Wild,Buzzard",OIE,0,0
222677,Influenza - Avian,H5N8 HPAI,43.6681,-0.4875,AUBAGNAN,France,Europe,"AUBAGNAN, France, Europe",2017-01-17,2017-01-20,2017-01-17,"Domestic,Unspecified bird",OIE,0,0
222676,Influenza - Avian,H5N8 HPAI,43.576944,-0.376667,PIMBO,France,Europe,"PIMBO, France, Europe",2017-01-17,2017-01-20,2017-01-17,"Domestic,Chicken",OIE,0,0
222675,Influenza - Avian,H5N8 HPAI,43.3161,0.3028,LUBRET SAINT LUC,France,Europe,"LUBRET SAINT LUC, France, Europe",2017-01-14,2017-01-20,2017-01-14,"Domestic,Duck",OIE,0,0
222674,Influenza - Avian,H5N8 HPAI,43.7575,-0.573056,SAINT SEVER,France,Europe,"SAINT SEVER, France, Europe",2017-01-14,2017-01-20,2017-01-14,"Domestic,Duck",OIE,0,0
222673,Influenza - Avian,H5N8 HPAI,43.6397,-0.485556,SAMADET,France,Europe,"SAMADET, France, Europe",2017-01-14,2017-01-20,2017-01-14,"Domestic,Chicken",OIE,0,0
222672,Influenza - Avian,H5N8 HPAI,43.6397,-0.485556,SAMADET,France,Europe,"SAMADET, France, Europe",2017-01-13,2017-01-20,2017-01-13,"Domestic,Unspecified bird",OIE,0,0
222671,Influenza - Avian,H5N8 HPAI,43.3347,0.2881,ANTIN,France,Europe,"ANTIN, France, Europe",2017-01-13,2017-01-20,2017-01-13,"Domestic,Duck",OIE,0,0
222670,Influenza - Avian,H5N8 HPAI,43.3347,0.2881,ANTIN,France,Europe,"ANTIN, France, Europe",2017-01-13,2017-01-20,2017-01-13,"Domestic,Duck",OIE,0,0
222669,Influenza - Avian,H5N8 HPAI,43.3347,0.2881,ANTIN,France,Europe,"ANTIN, France, Europe",2017-01-13,2017-01-20,2017-01-13,"Domestic,Chicken",OIE,0,0
222668,Influenza - Avian,H5N8 HPAI,43.2442,0.2075,COUSSAN,France,Europe,"COUSSAN, France, Europe",2017-01-13,2017-01-20,2017-01-13,"Domestic,Unspecified bird",OIE,0,0
222667,Influenza - Avian,H5N8 HPAI,43.6747,-0.355,BAHUS SOUBIRAN,France,Europe,"BAHUS SOUBIRAN, France, Europe",2017-01-13,2017-01-20,2017-01-13,"Domestic,Chicken",OIE,0,0
222666,Influenza - Avian,H5N8 HPAI,43.4297,0.4706,SAINT ELIX THEUX,France,Europe,"SAINT ELIX THEUX, France, Europe",2017-01-13,2017-01-20,2017-01-13,"Domestic,Chicken",OIE,0,0
222665,Influenza - Avian,H5N8 HPAI,43.595833,-0.325833,MIRAMONT SENSACQ,France,Europe,"MIRAMONT SENSACQ, France, Europe",2017-01-12,2017-01-20,2017-01-12,"Domestic,Unspecified bird",OIE,0,0
222664,Influenza - Avian,H5N8 HPAI,43.595833,-0.325833,MIRAMONT SENSACQ,France,Europe,"MIRAMONT SENSACQ, France, Europe",2017-01-12,2017-01-20,2017-01-12,"Domestic,Unspecified bird",OIE,0,0
222663,Influenza - Avian,H5N8 HPAI,43.696944,-0.377222,EUGENIE LES BAINS,France,Europe,"EUGENIE LES BAINS, France, Europe",2017-01-12,2017-01-20,2017-01-12,"Domestic,Unspecified bird",OIE,0,0
222662,Influenza - Avian,H5N8 HPAI,43.640833,-0.3775,GEAUNE,France,Europe,"GEAUNE, France, Europe",2017-01-12,2017-01-20,2017-01-12,"Domestic,Unspecified bird",OIE,0,0
222661,Influenza - Avian,H5N8 HPAI,43.6397,-0.485556,SAMADET,France,Europe,"SAMADET, France, Europe",2017-01-12,2017-01-20,2017-01-12,"Domestic,Chicken",OIE,0,0
222660,Influenza - Avian,H5N8 HPAI,43.6597,-0.4575,Bats,France,Europe,"Bats, France, Europe",2017-01-12,2017-01-20,2017-01-12,"Domestic,Duck",OIE,0,0
